,user_id,type,use_days,use_duration,avg_cont_use,total_calls_log10,usage_range,mean_usage_scaled,sd_usage_scaled,cluster_label
72,30,riot,0.017094017094017096,0.07692307692307693,0.0,0.13578883501642755,1.2562719376487113e-06,0.3333333333333333,0.4714045207910317,-1
74,31,riot,0.1623931623931624,0.3162393162393163,0.015873015873015876,0.2204191300843736,5.384022589923049e-07,0.3666666666666667,0.31446603773522014,-1
79,34,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
81,35,riot,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
83,36,riot,0.0,0.0,0.0,0.09491232260021532,0.0,1.0,0.0,0
85,37,riot,0.008547008547008548,0.18803418803418806,0.0,0.04087651241621224,0.0,1.0,0.0,0
88,38,riot,0.017094017094017096,0.27350427350427353,0.0,0.06478773933995914,0.0,1.0,0.0,0
90,39,riot,0.017094017094017096,0.06837606837606838,0.0,0.06478773933995914,0.0,1.0,0.0,0
92,40,riot,0.008547008547008548,0.017094017094017096,0.0,0.08175302483242448,0.0,1.0,0.0,0
94,41,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
97,43,riot,0.13675213675213677,0.9743589743589745,0.0011396011396011402,0.19436321801987744,7.178696786564064e-07,0.14705882352941177,0.2719594413074548,-1
100,44,riot,0.025641025641025644,0.23931623931623935,0.008547008547008548,0.17045199109613052,2.1536090359692194e-06,0.29166666666666663,0.4103690750748377,-1
102,45,riot,0.042735042735042736,0.18803418803418806,0.004273504273504274,0.13578883501642755,7.178696786564064e-07,0.16666666666666666,0.372677996249965,-1
105,46,riot,0.017094017094017096,0.26495726495726496,0.0,0.08175302483242448,1.794674196641016e-07,0.3333333333333333,0.4714045207910317,-1
107,47,riot,0.11111111111111113,0.2991452991452992,0.008547008547008548,0.1985773204650553,1.0768045179846097e-06,0.1785714285714286,0.2849692667520434,-1
109,48,riot,0.008547008547008548,0.017094017094017096,0.0,0.04087651241621224,0.0,1.0,0.0,0
111,49,riot,0.06837606837606838,0.22222222222222224,0.006837606837606839,0.18982464520043063,1.0768045179846097e-06,0.2962962962962963,0.37497142095030717,-1
116,50,riot,0.358974358974359,0.5641025641025642,0.024864024864024867,0.3784097290935185,2.584330843163063e-05,0.09189276485788113,0.1687985237794169,-1
119,51,riot,0.008547008547008548,0.042735042735042736,0.0,0.06478773933995914,1.794674196641016e-07,0.5,0.5,-1
121,52,riot,0.13675213675213677,0.2905982905982906,0.012210012210012208,0.22829378900480812,8.97337098320508e-07,0.3647058823529412,0.33066986641306345,-1
127,56,riot,0.008547008547008548,0.18803418803418806,0.0,0.06478773933995914,1.794674196641016e-07,0.5,0.5,-1
132,60,riot,0.008547008547008548,0.042735042735042736,0.0,0.04087651241621224,0.0,1.0,0.0,0
138,63,riot,0.008547008547008548,0.07692307692307693,0.0,0.04087651241621224,0.0,1.0,0.0,0
140,64,riot,0.1452991452991453,0.23076923076923078,0.022222222222222227,0.20251026699388197,8.97337098320508e-07,0.14444444444444446,0.2813108644704925,-1
142,65,riot,0.017094017094017096,0.13675213675213677,0.0,0.06478773933995914,0.0,1.0,0.0,0
144,66,riot,0.07692307692307693,0.2136752136752137,0.002136752136752136,0.247960570111598,2.692011294961524e-06,0.31333333333333335,0.33605555096342826,-1
147,67,riot,0.07692307692307693,0.23076923076923078,0.005698005698005699,0.23738441557683895,2.333076455633321e-06,0.3538461538461538,0.36276388069389526,-1
150,68,riot,0.051282051282051294,0.20512820512820515,0.006410256410256412,0.12262953724863672,1.794674196641016e-07,0.14285714285714285,0.3499271061118826,-1
152,69,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
155,70,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
159,71,riot,0.008547008547008548,0.05128205128205129,0.0,0.12262953724863672,1.0768045179846097e-06,0.5,0.5,-1
161,72,riot,0.05982905982905984,0.23931623931623935,0.0028490028490028487,0.13578883501642755,1.794674196641016e-07,0.25,0.4330127018922193,-1
163,73,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
166,74,riot,0.0,0.0,0.0,0.24707375126843611,0.0,1.0,0.0,0
168,75,riot,0.017094017094017096,0.18803418803418806,0.0,0.09491232260021532,3.589348393282032e-07,0.3333333333333333,0.4714045207910317,-1
172,77,riot,0.051282051282051294,0.20512820512820515,0.006410256410256412,0.13578883501642755,3.589348393282032e-07,0.21428571428571427,0.36421567954234174,-1
175,78,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
179,79,riot,0.06837606837606838,0.6837606837606838,0.004273504273504274,0.4262749940802802,0.00024335782106452177,0.11217633562766308,0.31389690495979017,-1
181,80,riot,0.06837606837606838,0.18803418803418806,0.006837606837606839,0.16350604966484897,5.384022589923049e-07,0.25925925925925924,0.3054152315272341,-1
183,81,riot,0.11111111111111113,0.6324786324786326,0.0014245014245014252,0.19213758250025154,1.0768045179846097e-06,0.14285714285714285,0.27355060221609667,-1
188,84,riot,0.008547008547008548,0.1623931623931624,0.0,0.04087651241621224,0.0,1.0,0.0,0
195,88,riot,0.008547008547008548,0.11965811965811968,0.0,0.04087651241621224,0.0,1.0,0.0,0
197,89,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
201,91,riot,0.008547008547008548,0.11965811965811968,0.0,0.1147548783282022,8.97337098320508e-07,0.5,0.5,-1
203,92,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
205,93,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
207,94,riot,0.042735042735042736,0.11965811965811968,0.0017094017094017085,0.10566425175617139,0.0,1.0,0.0,0
209,95,riot,0.0,0.0,0.0,0.15126107008403927,0.0,1.0,0.0,0
213,97,riot,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
216,99,riot,0.0,0.0,0.0,0.12262953724863672,0.0,1.0,0.0,0
218,100,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
220,101,riot,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.04087651241621224,0.0,1.0,0.0,0
222,102,riot,0.017094017094017096,0.09401709401709403,0.0,0.09491232260021532,1.794674196641016e-07,0.6666666666666666,0.4714045207910317,-1
226,104,riot,0.0,0.0,0.0,0.13578883501642755,0.0,1.0,0.0,0
228,105,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
233,108,riot,0.008547008547008548,0.07692307692307693,0.0,0.12957547867991828,1.794674196641016e-07,0.5,0.5,-1
235,109,riot,0.008547008547008548,0.10256410256410257,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
238,110,riot,0.11111111111111113,0.7179487179487181,0.0014245014245014252,0.18982464520043063,8.97337098320508e-07,0.15714285714285717,0.2638026473231341,-1
240,111,riot,0.017094017094017096,0.025641025641025644,0.004273504273504274,0.06478773933995914,0.0,1.0,0.0,0
243,112,riot,0.017094017094017096,0.27350427350427353,0.0,0.16350604966484897,1.794674196641016e-06,0.43333333333333335,0.41899350299921784,-1
245,113,riot,0.008547008547008548,0.10256410256410257,0.0,0.04087651241621224,0.0,1.0,0.0,0
247,114,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
251,116,riot,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
253,117,riot,0.03418803418803419,0.06837606837606838,0.01282051282051282,0.14654076417238365,1.0768045179846097e-06,0.23333333333333334,0.38873012632302,-1
255,118,riot,0.017094017094017096,0.03418803418803419,0.004273504273504274,0.06478773933995914,0.0,1.0,0.0,0
257,119,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
259,120,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
261,121,riot,0.025641025641025644,0.05128205128205129,0.0028490028490028487,0.13578883501642755,7.178696786564064e-07,0.375,0.414578098794425,-1
263,122,riot,0.008547008547008548,0.017094017094017096,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
265,123,riot,0.025641025641025644,0.05982905982905984,0.0028490028490028487,0.12262953724863672,7.178696786564064e-07,0.25,0.4330127018922193,-1
267,124,riot,0.0,0.0,0.0,0.09491232260021532,0.0,1.0,0.0,0
269,125,riot,0.008547008547008548,0.042735042735042736,0.0,0.10566425175617139,3.589348393282032e-07,0.5,0.5,-1
271,126,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
274,128,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
276,129,riot,0.008547008547008548,0.5897435897435898,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
278,130,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
282,132,riot,0.017094017094017096,0.017094017094017096,0.017094017094017096,0.12957547867991828,8.97337098320508e-07,0.39999999999999997,0.43204937989385733,-1
284,133,riot,0.025641025641025644,0.025641025641025644,0.025641025641025644,0.1766653474326398,8.97337098320508e-07,0.6,0.37416573867739417,-1
287,134,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
290,135,riot,0.017094017094017096,0.03418803418803419,0.004273504273504274,0.13578883501642755,8.97337098320508e-07,0.4666666666666666,0.4109609335312651,-1
292,136,riot,0.0,0.0,0.0,0.06478773933995914,0.0,1.0,0.0,0
294,137,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
300,139,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
318,150,riot,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.1147548783282022,5.384022589923049e-07,0.5,0.5,-1
321,152,riot,0.025641025641025644,0.13675213675213677,0.0,0.1147548783282022,3.589348393282032e-07,0.375,0.414578098794425,-1
340,167,riot,0.008547008547008548,0.41880341880341887,0.0,0.04087651241621224,0.0,1.0,0.0,-1
351,172,riot,0.008547008547008548,0.22222222222222224,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
359,176,riot,0.0,0.0,0.0,0.14140949951226467,0.0,1.0,0.0,0
370,182,riot,0.28205128205128205,0.35897435897435903,0.08831908831908834,0.704515284868197,0.0008978755005795004,0.9051980576360066,0.19409017647948082,-1
386,193,riot,0.0,0.0,0.0,0.06478773933995914,0.0,1.0,0.0,0
391,197,riot,0.06837606837606838,0.35042735042735046,0.006837606837606839,0.2561643778404669,5.7429574292512515e-06,0.2048611111111111,0.2965041950029054,-1
400,202,riot,0.09401709401709403,0.09401709401709403,0.09401709401709403,0.6570650994389015,0.0031198616234407424,0.3284821291609143,0.3738921532115016,-1
405,204,riot,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.3780230238275076,2.2253960038348598e-05,0.5,0.5,-1
410,208,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
416,210,riot,0.008547008547008548,0.017094017094017096,0.0,0.20438256208106123,7.178696786564064e-07,0.5,0.5,-1
435,223,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
478,259,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
484,264,riot,0.008547008547008548,0.12820512820512822,0.0,0.20057657435638668,5.025087750594845e-06,0.5,0.5,-1
512,285,riot,0.008547008547008548,0.017094017094017096,0.0,0.08175302483242448,0.0,1.0,0.0,0
518,288,riot,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
584,342,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
671,413,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
755,485,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
776,502,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
792,514,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
803,523,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
821,537,riot,0.0,0.0,0.0,0.06478773933995914,0.0,1.0,0.0,0
851,562,riot,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.12262953724863672,0.0,1.0,0.0,0
859,569,riot,0.008547008547008548,0.017094017094017096,0.0,0.04087651241621224,0.0,1.0,0.0,0
867,576,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
891,593,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
893,594,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
895,595,riot,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
911,610,riot,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3,2,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
9,5,analysis,0.0,0.0,0.0,0.14654076417238365,0.0,1.0,0.0,0
13,6,analysis,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
60,25,analysis,0.11965811965811968,0.9743589743589745,0.002136752136752136,0.6321171295866277,0.004883667423899533,0.10713655740114654,0.26441755518708254,-1
112,50,analysis,0.08547008547008549,0.5470085470085471,0.007122507122507123,0.3625895735963821,2.5125438752974227e-05,0.2896103896103896,0.2812205645097593,-1
117,51,analysis,0.05982905982905984,0.5470085470085471,0.0012210012210012201,0.5192912721542738,0.0004646411495103591,0.31402085747392816,0.3444812502152252,-1
125,56,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
134,62,analysis,0.0,0.0,0.0,0.14654076417238365,0.0,1.0,0.0,0
136,63,analysis,0.1452991452991453,0.8547008547008548,0.0032873109796186725,0.3059122885399875,3.230413553953829e-06,0.44135802469135804,0.33203049002149954,-1
145,67,analysis,0.008547008547008548,0.2905982905982906,0.0,0.08175302483242448,0.0,1.0,0.0,-1
148,68,analysis,0.017094017094017096,0.11965811965811968,0.004273504273504274,0.16708122558117566,1.2562719376487113e-06,0.5238095238095238,0.40963453652583937,-1
153,70,analysis,0.0,0.0,0.0,0.16708122558117566,0.0,1.0,0.0,0
156,71,analysis,0.12820512820512822,0.6153846153846154,0.010989010989010988,0.5611929591852879,0.0009021827186514388,0.1684155559976129,0.31780341397876055,-1
164,74,analysis,0.042735042735042736,0.7692307692307693,0.0,0.36157278389490966,2.979159166424087e-05,0.4136546184738956,0.41460879539452183,-1
169,76,analysis,0.025641025641025644,0.36752136752136755,0.0,0.18982464520043063,1.2562719376487113e-06,0.3214285714285714,0.40876868365212843,-1
173,78,analysis,0.017094017094017096,0.2820512820512821,0.0,0.23186896492113482,1.2562719376487113e-06,0.5714285714285715,0.42056004125370694,-1
189,85,analysis,0.008547008547008548,0.1452991452991453,0.0,0.06478773933995914,1.794674196641016e-07,0.5,0.5,-1
192,87,analysis,0.008547008547008548,0.47008547008547014,0.0,0.40859210005242297,0.00018072369160175033,0.5,0.5,-1
199,91,analysis,0.05982905982905984,0.2991452991452992,0.0028490028490028487,0.4952340247261493,0.00030706875504527784,0.3229836353009935,0.3530268614149994,-1
211,97,analysis,0.0,0.0,0.0,0.25987455345348615,0.0,1.0,0.0,0
224,104,analysis,0.017094017094017096,0.4102564102564103,0.0,0.37200333709610117,7.950406691119702e-05,0.36568848758465017,0.4502730631530871,-1
229,106,analysis,0.025641025641025644,0.5982905982905984,0.0028490028490028487,0.4049591364374479,0.00017085298352022474,0.25,0.4330127018922193,-1
285,134,analysis,0.008547008547008548,0.11965811965811968,0.0,0.24145308677259894,8.255501304548674e-06,0.5,0.5,-1
288,135,analysis,0.017094017094017096,0.23076923076923078,0.0,0.3785060104891939,6.406986882008428e-05,0.5667600373482726,0.41902323544184533,-1
295,138,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
308,146,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
310,147,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
312,149,analysis,0.042735042735042736,0.5897435897435898,0.0017094017094017085,0.4758864705761552,0.00027171367337144983,0.35050638485248786,0.39048194641814465,-1
314,150,analysis,0.03418803418803419,0.1452991452991453,0.005698005698005699,0.41652449010008347,0.00018503090967368876,0.22269641125121242,0.3910732568019659,-1
326,157,analysis,0.0,0.0,0.0,0.296656704261094,0.0,1.0,0.0,0
335,165,analysis,0.09401709401709403,0.2905982905982906,0.011965811965811965,0.6788018802042333,0.017483177621417788,0.08447447570752536,0.2760461889501977,-1
342,169,analysis,0.017094017094017096,0.23076923076923078,0.0,0.3139103636374892,3.6072951352484424e-05,0.3349917081260365,0.47023625917297457,-1
345,171,analysis,0.0,0.0,0.0,0.3274710303754066,0.0,1.0,0.0,0
347,172,analysis,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
355,176,analysis,0.051282051282051294,0.18803418803418806,0.0014245014245014252,0.36730987950803773,4.46873874963613e-05,0.2748135398737809,0.36618841196849283,-1
361,178,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
366,180,analysis,0.05982905982905984,0.25641025641025644,0.005128205128205129,0.5761504534801329,0.0017074530306842627,0.22569371452596174,0.36075016881228145,-1
372,184,analysis,0.008547008547008548,0.025641025641025644,0.0,0.12262953724863672,0.0,1.0,0.0,0
382,191,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
411,209,analysis,0.0,0.0,0.0,0.1985773204650553,0.0,1.0,0.0,0
417,211,analysis,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.6945532485543708,0.0,1.0,0.0,-1
425,218,analysis,0.008547008547008548,0.23076923076923078,0.0,0.3571827367443851,5.8685846230161226e-05,0.5,0.5,-1
427,219,analysis,0.0,0.0,0.0,0.2204191300843736,0.0,1.0,0.0,0
432,222,analysis,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
439,227,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
458,244,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
464,248,analysis,0.0,0.0,0.0,0.22705222016255505,0.0,1.0,0.0,0
468,251,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
485,265,analysis,0.0,0.0,0.0,0.14140949951226467,0.0,1.0,0.0,0
488,267,analysis,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
496,273,analysis,0.0,0.0,0.0,0.27274547733734705,0.0,1.0,0.0,0
497,274,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
506,283,analysis,0.0,0.0,0.0,0.1766653474326398,0.0,1.0,0.0,0
507,284,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
519,289,analysis,0.0,0.0,0.0,0.15126107008403927,0.0,1.0,0.0,0
522,291,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
529,296,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
535,301,analysis,0.0,0.0,0.0,0.3241808832486074,0.0,1.0,0.0,0
537,302,analysis,0.0,0.0,0.0,0.43750288159859957,0.0,1.0,0.0,-1
545,309,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
553,316,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
558,320,analysis,0.0,0.0,0.0,0.20438256208106123,0.0,1.0,0.0,0
559,321,analysis,0.0,0.0,0.0,0.2934896430652706,0.0,1.0,0.0,0
577,338,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
587,345,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
593,350,analysis,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
599,354,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
608,362,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
610,363,analysis,0.0,0.0,0.0,0.26536431369634583,0.0,1.0,0.0,0
616,369,analysis,0.03418803418803419,0.13675213675213677,0.005698005698005699,0.5537300862889251,0.0005877557993999328,0.6042137404580152,0.3845381016984257,-1
630,381,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
634,384,analysis,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.08175302483242448,0.0,1.0,0.0,0
641,390,analysis,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
652,400,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
661,408,analysis,0.008547008547008548,0.03418803418803419,0.0,0.08175302483242448,0.0,1.0,0.0,0
665,410,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
677,419,analysis,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
683,423,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
690,429,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
693,432,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
696,434,analysis,0.008547008547008548,0.06837606837606838,0.0,0.24969517580222897,1.0588577760181995e-05,0.5,0.5,-1
701,438,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
714,450,analysis,0.008547008547008548,0.025641025641025644,0.0,0.10566425175617139,3.589348393282032e-07,0.5,0.5,-1
718,453,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
730,464,analysis,0.0,0.0,0.0,0.14654076417238365,0.0,1.0,0.0,0
737,469,analysis,0.017094017094017096,0.06837606837606838,0.0,0.3968734850137594,6.317253172176377e-05,0.625,0.44487826050130463,-1
763,493,analysis,0.0,0.0,0.0,0.17364046174644632,0.0,1.0,0.0,0
766,495,analysis,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
773,501,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
781,507,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
783,508,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
788,512,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
797,519,analysis,0.0,0.0,0.0,0.4504140236697258,0.0,1.0,0.0,-1
801,523,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
807,527,analysis,0.017094017094017096,0.042735042735042736,0.004273504273504274,0.3435728693779131,3.1586265860881886e-05,0.4431818181818182,0.41608085540783374,-1
815,533,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
824,540,analysis,0.017094017094017096,0.025641025641025644,0.004273504273504274,0.2605893784692952,1.0409110340517893e-05,0.3563218390804597,0.4560191821810891,-1
840,554,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
841,555,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
843,556,analysis,0.0,0.0,0.0,0.10566425175617139,0.0,1.0,0.0,0
868,577,analysis,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.6662664786388461,0.001248734306022819,0.5,0.5,-1
872,580,analysis,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
875,582,analysis,0.0,0.0,0.0,0.21604880942399843,0.0,1.0,0.0,0
880,586,analysis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
883,588,analysis,0.0,0.0,0.0,0.48218095953246154,0.0,1.0,0.0,-1
901,601,analysis,0.0,0.0,0.0,0.21754185984885205,0.0,1.0,0.0,0
8,4,context,1.0000000000000002,1.0,1.0000000000000002,1.0,0.09455169218035328,0.2641384382931956,0.3000500266461655,-1
14,6,context,1.0000000000000002,1.0,1.0000000000000002,0.6264881146182488,0.00034206490187977767,0.14070642218151422,0.1433761420405104,-1
21,9,context,0.017094017094017096,0.47008547008547014,0.0,0.06478773933995914,0.0,1.0,0.0,-1
31,14,context,0.08547008547008549,0.41880341880341887,0.004884004884004884,0.6662525849857,0.008886867686926984,0.14801963656925488,0.30947268068957456,-1
39,17,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
42,18,context,0.05982905982905984,0.05982905982905984,0.05982905982905984,0.6783556528555948,0.005441990566474553,0.3070895030175115,0.33210172619216005,-1
48,21,context,0.042735042735042736,0.1452991452991453,0.0017094017094017085,0.742011205202629,0.04125327842108872,0.21125950739201996,0.3659946612832642,-1
56,24,context,0.017094017094017096,0.03418803418803419,0.004273504273504274,0.1147548783282022,3.589348393282032e-07,0.6666666666666666,0.4714045207910317,-1
75,32,context,0.042735042735042736,0.9658119658119659,0.0,0.12262953724863672,1.794674196641016e-07,0.3333333333333333,0.4714045207910317,-1
76,33,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
86,38,context,0.017094017094017096,0.27350427350427353,0.0,0.06478773933995914,0.0,1.0,0.0,-1
93,41,context,0.0,0.0,0.0,0.06478773933995914,0.0,1.0,0.0,0
95,42,context,0.017094017094017096,0.623931623931624,0.0,0.06478773933995914,0.0,1.0,0.0,-1
96,43,context,0.13675213675213677,0.9743589743589745,0.0011396011396011402,0.19436321801987744,7.178696786564064e-07,0.14705882352941177,0.2719594413074548,-1
98,44,context,0.025641025641025644,0.23931623931623935,0.008547008547008548,0.16708122558117566,2.333076455633321e-06,0.25,0.4330127018922193,-1
103,46,context,0.008547008547008548,0.17948717948717952,0.0,0.06478773933995914,1.794674196641016e-07,0.5,0.5,-1
113,50,context,0.2478632478632479,0.26495726495726496,0.07692307692307693,0.37514090369340586,2.584330843163063e-05,0.12708333333333333,0.19174003896200778,-1
129,58,context,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
130,59,context,0.0,0.0,0.0,0.04087651241621224,0.0,1.0,0.0,0
157,71,context,0.0,0.0,0.0,0.08175302483242448,0.0,1.0,0.0,0
176,79,context,0.017094017094017096,0.41880341880341887,0.0,0.5537892064359835,0.0021451740672450066,0.33372375135949134,0.4711286962079334,-1
182,81,context,0.11111111111111113,0.6324786324786326,0.0014245014245014252,0.19436321801987744,1.0768045179846097e-06,0.15476190476190474,0.27068611906909695,-1
184,82,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
210,96,context,0.008547008547008548,0.042735042735042736,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
236,110,context,0.10256410256410257,0.6752136752136753,0.001554001554001554,0.17954261766816138,8.97337098320508e-07,0.12307692307692307,0.2664693550105965,-1
241,112,context,0.05982905982905984,0.46153846153846156,0.0,0.2715776700328551,7.358164206228166e-06,0.2804878048780488,0.3147192170869254,-1
248,115,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
275,129,context,0.008547008547008548,0.5897435897435898,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
279,131,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
297,139,context,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
303,142,context,0.2307692307692308,0.6495726495726496,0.005530417295123177,0.25767657202194105,2.8714787146256258e-06,0.11383928571428571,0.20933406544715236,-1
315,150,context,0.12820512820512822,0.4786324786324787,0.006647673314339981,0.2096672009284175,2.333076455633321e-06,0.09134615384615384,0.25252973051286337,-1
320,152,context,0.025641025641025644,0.13675213675213677,0.0,0.1147548783282022,3.589348393282032e-07,0.375,0.414578098794425,-1
338,167,context,0.008547008547008548,0.41880341880341887,0.0,0.08175302483242448,0.0,1.0,0.0,-1
348,172,context,0.008547008547008548,0.22222222222222224,0.0,0.08175302483242448,3.589348393282032e-07,0.5,0.5,-1
356,176,context,0.12820512820512822,0.23076923076923078,0.05982905982905984,0.6362543864712477,0.0016471519776771245,0.3285438003922423,0.3001634436801689,-1
362,178,context,0.017094017094017096,0.1452991452991453,0.0,0.22578394887848208,6.101892268579455e-06,0.39215686274509803,0.435806093546919,-1
369,182,context,0.3333333333333333,0.4102564102564103,0.10541310541310543,0.7050620176986112,0.0008976960331598362,0.776484406237505,0.35531474768055066,-1
378,189,context,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.1985773204650553,4.48668549160254e-06,0.5,0.5,-1
