,dt,user_id,type,api_count,cluster_label
715,2021-09-03,4,context,178305,-1
716,2021-09-03,64,gnql,2,-1
717,2021-09-03,64,riot,1,-1
718,2021-09-03,97,gnql,10,-1
719,2021-09-03,6,context,288,-1
720,2021-09-03,87,gnql,2,1
721,2021-09-03,47,gnql,10,-1
722,2021-09-03,47,riot,2,-1
723,2021-09-03,10,gnql,7,-1
724,2021-09-03,10,riot,2,-1
725,2021-09-03,11,gnql,2,-1
726,2021-09-03,49,gnql,2,-1
727,2021-09-03,49,riot,1,-1
728,2021-09-03,72,gnql,5,-1
729,2021-09-03,72,riot,2,-1
730,2021-09-03,27,gnql,2,-1
731,2021-09-03,98,gnql,4,1
732,2021-09-03,14,gnql,12,-1
733,2021-09-03,52,gnql,11,-1
734,2021-09-03,52,riot,4,-1
735,2021-09-03,67,gnql,16,-1
736,2021-09-03,67,riot,2,-1
737,2021-09-03,15,gnql,7,-1
738,2021-09-03,68,gnql,10,-1
739,2021-09-03,79,gnql,14,-1
740,2021-09-03,79,riot,3,-1
741,2021-09-03,66,gnql,10,-1
742,2021-09-03,66,riot,2,-1
743,2021-09-03,99,gnql,28,1
744,2021-09-03,99,riot,8,0
745,2021-09-03,21,gnql,349,-1
746,2021-09-03,94,gnql,3,-1
747,2021-09-03,94,riot,1,0
748,2021-09-04,0,gnql,144,-1
749,2021-09-04,25,analysis,101,-1
750,2021-09-04,4,context,82584,-1
751,2021-09-04,64,gnql,2,-1
752,2021-09-04,64,riot,1,-1
753,2021-09-04,6,context,129,-1
754,2021-09-04,47,gnql,3,-1
755,2021-09-04,47,riot,1,-1
756,2021-09-04,10,gnql,3,-1
757,2021-09-04,10,riot,1,-1
758,2021-09-04,100,gnql,13,-1
759,2021-09-04,100,riot,2,0
760,2021-09-04,13,gnql,1,1
761,2021-09-04,14,gnql,12,-1
762,2021-09-04,52,gnql,7,-1
763,2021-09-04,52,riot,4,-1
764,2021-09-04,77,gnql,3,-1
765,2021-09-04,77,riot,2,-1
766,2021-09-04,80,gnql,3,-1
767,2021-09-04,80,riot,1,-1
768,2021-09-04,66,gnql,1,-1
769,2021-09-04,101,gnql,1,1
770,2021-09-04,21,gnql,284,-1
771,2021-09-05,0,gnql,144,-1
772,2021-09-05,25,analysis,101,-1
773,2021-09-05,25,gnql,30,-1
774,2021-09-05,4,context,79339,-1
775,2021-09-05,64,gnql,18,-1
776,2021-09-05,64,riot,5,-1
777,2021-09-05,6,context,115,-1
778,2021-09-05,29,gnql,4,-1
779,2021-09-05,29,riot,1,-1
780,2021-09-05,14,gnql,12,-1
781,2021-09-05,31,gnql,6,-1
782,2021-09-05,31,riot,3,-1
783,2021-09-05,102,gnql,11,1
784,2021-09-05,102,riot,2,-1
785,2021-09-05,66,gnql,7,-1
786,2021-09-05,66,riot,2,-1
787,2021-09-05,101,riot,1,0
788,2021-09-05,21,gnql,294,-1
789,2021-09-05,95,gnql,2,-1
790,2021-09-06,0,gnql,144,-1
791,2021-09-06,25,analysis,498,-1
792,2021-09-06,25,gnql,3,-1
793,2021-09-06,4,context,85636,-1
794,2021-09-06,64,gnql,2,-1
795,2021-09-06,64,riot,1,-1
796,2021-09-06,33,context,1,0
797,2021-09-06,6,context,342,-1
798,2021-09-06,11,gnql,1,-1
799,2021-09-06,49,gnql,3,-1
800,2021-09-06,49,riot,1,-1
801,2021-09-06,13,gnql,4,1
802,2021-09-06,13,riot,3,-1
803,2021-09-06,14,gnql,9,-1
804,2021-09-06,31,gnql,5,-1
805,2021-09-06,31,riot,2,-1
806,2021-09-06,103,gnql,3,0
807,2021-09-06,104,gnql,55,-1
808,2021-09-06,104,riot,10,0
809,2021-09-06,105,gnql,19,-1
810,2021-09-06,105,riot,1,0
811,2021-09-06,66,gnql,8,-1
812,2021-09-06,66,riot,3,-1
813,2021-09-06,101,gnql,22,1
814,2021-09-06,101,riot,1,0
815,2021-09-06,21,gnql,350,-1
816,2021-09-06,43,context,1,-1
817,2021-09-06,43,riot,1,-1
818,2021-09-07,0,gnql,144,-1
819,2021-09-07,106,analysis,2,-1
820,2021-09-07,46,context,1,-1
821,2021-09-07,46,riot,1,-1
822,2021-09-07,4,context,165331,-1
823,2021-09-07,64,gnql,3,-1
824,2021-09-07,64,riot,1,-1
825,2021-09-07,96,context,1,-1
826,2021-09-07,6,context,340,-1
827,2021-09-07,7,gnql,4,-1
828,2021-09-07,7,riot,1,-1
829,2021-09-07,47,gnql,5,-1
830,2021-09-07,48,gnql,5,-1
831,2021-09-07,49,gnql,15,-1
832,2021-09-07,49,riot,7,-1
833,2021-09-07,29,gnql,17,-1
834,2021-09-07,29,riot,5,-1
835,2021-09-07,72,gnql,4,-1
836,2021-09-07,72,riot,1,-1
837,2021-09-07,27,gnql,1,-1
838,2021-09-07,37,gnql,12,-1
839,2021-09-07,31,gnql,4,-1
840,2021-09-07,31,riot,1,-1
841,2021-09-07,15,gnql,37,-1
842,2021-09-07,15,riot,13,-1
843,2021-09-07,28,gnql,2,-1
844,2021-09-07,28,riot,1,-1
845,2021-09-07,50,analysis,32,-1
846,2021-09-07,50,gnql,5,-1
847,2021-09-07,50,riot,1,-1
848,2021-09-07,65,gnql,2,-1
849,2021-09-07,65,riot,1,0
850,2021-09-07,68,gnql,9,-1
851,2021-09-07,68,riot,1,-1
852,2021-09-07,80,gnql,3,-1
853,2021-09-07,80,riot,2,-1
854,2021-09-07,102,gnql,11,1
855,2021-09-07,107,gnql,7,-1
856,2021-09-07,108,gnql,19,1
857,2021-09-07,108,riot,5,-1
858,2021-09-07,66,gnql,32,-1
859,2021-09-07,66,riot,15,-1
860,2021-09-07,109,gnql,8,1
861,2021-09-07,21,gnql,290,-1
862,2021-09-07,94,gnql,3,-1
863,2021-09-07,94,riot,1,0
864,2021-09-08,45,gnql,2,-1
865,2021-09-08,45,riot,1,-1
866,2021-09-08,0,gnql,144,-1
867,2021-09-08,106,analysis,2,-1
868,2021-09-08,110,gnql,6,-1
869,2021-09-08,110,riot,2,-1
870,2021-09-08,4,context,163184,-1
871,2021-09-08,5,gnql,3,-1
872,2021-09-08,6,context,246,-1
873,2021-09-08,92,gnql,4,-1
874,2021-09-08,47,gnql,3,-1
875,2021-09-08,47,riot,1,-1
876,2021-09-08,10,gnql,5,-1
877,2021-09-08,10,riot,1,-1
878,2021-09-08,48,gnql,5,-1
879,2021-09-08,29,gnql,11,-1
880,2021-09-08,29,riot,6,-1
881,2021-09-08,72,gnql,5,-1
882,2021-09-08,72,riot,1,-1
883,2021-09-08,27,riot,1,-1
884,2021-09-08,37,gnql,13,-1
885,2021-09-08,52,gnql,2,-1
886,2021-09-08,52,riot,1,-1
887,2021-09-08,31,gnql,7,-1
888,2021-09-08,31,riot,2,-1
889,2021-09-08,15,gnql,39,-1
890,2021-09-08,15,riot,3,-1
891,2021-09-08,77,gnql,4,-1
892,2021-09-08,77,riot,1,-1
893,2021-09-08,50,analysis,26,-1
894,2021-09-08,68,analysis,6,-1
895,2021-09-08,68,gnql,5,-1
896,2021-09-08,79,gnql,13,-1
897,2021-09-08,79,riot,3,-1
898,2021-09-08,80,gnql,7,-1
899,2021-09-08,80,riot,2,-1
900,2021-09-08,102,gnql,15,1
901,2021-09-08,104,gnql,4,-1
902,2021-09-08,108,gnql,9,1
903,2021-09-08,101,gnql,1,1
904,2021-09-08,109,gnql,2,1
905,2021-09-08,99,gnql,2,1
906,2021-09-08,23,gnql,7,-1
907,2021-09-08,23,riot,3,-1
908,2021-09-09,111,gnql,20,-1
909,2021-09-09,0,gnql,144,-1
910,2021-09-09,25,gnql,5,-1
911,2021-09-09,110,gnql,1,-1
912,2021-09-09,4,context,313445,-1
913,2021-09-09,6,context,289,-1
914,2021-09-09,92,gnql,3,-1
915,2021-09-09,81,context,1,-1
916,2021-09-09,81,riot,1,-1
917,2021-09-09,112,context,4,-1
918,2021-09-09,112,riot,4,-1
919,2021-09-09,71,analysis,460,-1
920,2021-09-09,72,gnql,8,-1
921,2021-09-09,72,riot,1,-1
922,2021-09-09,52,gnql,6,-1
923,2021-09-09,52,riot,2,-1
924,2021-09-09,31,gnql,13,-1
925,2021-09-09,31,riot,2,-1
926,2021-09-09,15,gnql,37,-1
927,2021-09-09,15,riot,5,-1
928,2021-09-09,28,gnql,2,-1
929,2021-09-09,28,riot,1,-1
930,2021-09-09,50,analysis,6,-1
931,2021-09-09,50,gnql,11,-1
932,2021-09-09,50,riot,3,-1
933,2021-09-09,56,analysis,2,0
934,2021-09-09,56,gnql,14,1
935,2021-09-09,56,riot,1,-1
936,2021-09-09,80,gnql,1,-1
937,2021-09-09,102,gnql,3,1
938,2021-09-09,102,riot,1,-1
939,2021-09-09,113,gnql,3,-1
940,2021-09-09,113,riot,1,0
941,2021-09-09,51,gnql,1,-1
942,2021-09-09,109,gnql,20,1
943,2021-09-09,109,riot,3,-1
944,2021-09-09,94,gnql,2,-1
945,2021-09-09,94,riot,1,0
946,2021-09-09,43,context,3,-1
947,2021-09-09,43,riot,3,-1
948,2021-09-09,23,gnql,12,-1
949,2021-09-09,23,riot,4,-1
950,2021-09-10,111,gnql,104,-1
951,2021-09-10,0,gnql,144,-1
952,2021-09-10,25,gnql,2,-1
953,2021-09-10,4,context,583793,-1
954,2021-09-10,64,gnql,3,-1
955,2021-09-10,64,riot,1,-1
956,2021-09-10,6,context,287,-1
957,2021-09-10,7,gnql,1,-1
958,2021-09-10,47,gnql,6,-1
959,2021-09-10,47,riot,2,-1
960,2021-09-10,81,context,1,-1
961,2021-09-10,81,riot,1,-1
962,2021-09-10,63,analysis,5,-1
963,2021-09-10,48,gnql,1,-1
964,2021-09-10,11,gnql,2,-1
965,2021-09-10,11,riot,1,0
966,2021-09-10,76,gnql,2,-1
967,2021-09-10,72,gnql,1,-1
968,2021-09-10,114,gnql,3,0
969,2021-09-10,114,riot,1,0
970,2021-09-10,37,gnql,21,-1
971,2021-09-10,31,gnql,7,-1
972,2021-09-10,31,riot,2,-1
973,2021-09-10,15,gnql,40,-1
974,2021-09-10,28,gnql,5,-1
975,2021-09-10,28,riot,3,-1
976,2021-09-10,16,gnql,2,-1
977,2021-09-10,16,riot,2,-1
978,2021-09-10,50,gnql,13,-1
979,2021-09-10,50,riot,2,-1
980,2021-09-10,79,gnql,4,-1
981,2021-09-10,79,riot,1,-1
982,2021-09-10,80,gnql,5,-1
983,2021-09-10,80,riot,2,-1
984,2021-09-10,66,gnql,27,-1
985,2021-09-10,66,riot,8,-1
986,2021-09-10,101,gnql,2,1
987,2021-09-10,94,gnql,3,-1
988,2021-09-10,94,riot,1,0
989,2021-09-11,0,gnql,144,-1
990,2021-09-11,25,gnql,3,-1
991,2021-09-11,4,context,574833,-1
992,2021-09-11,64,gnql,7,-1
993,2021-09-11,64,riot,6,-1
994,2021-09-11,6,context,161,-1
995,2021-09-11,47,gnql,5,-1
996,2021-09-11,47,riot,2,-1
997,2021-09-11,48,gnql,28,-1
998,2021-09-11,49,gnql,18,-1
999,2021-09-11,49,riot,4,-1
1000,2021-09-11,31,gnql,10,-1
1001,2021-09-11,31,riot,2,-1
1002,2021-09-11,67,gnql,1,-1
1003,2021-09-11,67,riot,1,-1
1004,2021-09-12,0,gnql,144,-1
1005,2021-09-12,25,gnql,3,-1
1006,2021-09-12,25,riot,1,-1
1007,2021-09-12,4,context,500791,-1
1008,2021-09-12,64,gnql,2,-1
1009,2021-09-12,64,riot,2,-1
1010,2021-09-12,115,gnql,1,-1
1011,2021-09-12,6,context,170,-1
1012,2021-09-12,49,gnql,9,-1
1013,2021-09-12,49,riot,6,-1
1014,2021-09-12,29,gnql,2,-1
1015,2021-09-12,29,riot,2,-1
1016,2021-09-12,72,gnql,1,-1
1017,2021-09-12,52,gnql,9,-1
1018,2021-09-12,52,riot,3,-1
1019,2021-09-12,67,gnql,39,-1
1020,2021-09-12,67,riot,14,-1
1021,2021-09-13,111,gnql,72,-1
1022,2021-09-13,111,riot,1,0
1023,2021-09-13,0,gnql,144,-1
1024,2021-09-13,110,context,1,-1
1025,2021-09-13,110,gnql,5,-1
1026,2021-09-13,110,riot,3,-1
1027,2021-09-13,4,context,523589,-1
1028,2021-09-13,64,gnql,3,-1
1029,2021-09-13,64,riot,1,-1
1030,2021-09-13,6,context,337,-1
1031,2021-09-13,7,gnql,1,-1
1032,2021-09-13,29,gnql,27,-1
1033,2021-09-13,29,riot,9,-1
1034,2021-09-13,76,gnql,2,-1
1035,2021-09-13,72,gnql,2,-1
1036,2021-09-13,116,gnql,11,0
1037,2021-09-13,116,riot,4,0
1038,2021-09-13,52,gnql,2,-1
1039,2021-09-13,52,riot,1,-1
1040,2021-09-13,15,gnql,59,-1
1041,2021-09-13,15,riot,11,-1
1042,2021-09-13,28,gnql,2,-1
1043,2021-09-13,28,riot,1,-1
1044,2021-09-13,50,analysis,46,-1
1045,2021-09-13,50,gnql,3,-1
1046,2021-09-13,79,gnql,7,-1
1047,2021-09-13,79,riot,1,-1
1048,2021-09-13,80,gnql,4,-1
1049,2021-09-13,117,gnql,2,1
1050,2021-09-13,117,riot,1,-1
1051,2021-09-13,118,gnql,5,1
1052,2021-09-13,118,riot,1,0
1053,2021-09-13,66,gnql,18,-1
1054,2021-09-13,66,riot,5,-1
1055,2021-09-13,51,gnql,10,-1
1056,2021-09-13,44,context,1,-1
1057,2021-09-13,44,noise_quick,1,-1
1058,2021-09-13,44,riot,1,-1
1059,2021-09-14,111,gnql,9,-1
1060,2021-09-14,111,riot,1,0
1061,2021-09-14,0,gnql,144,-1
1062,2021-09-14,4,context,523067,-1
1063,2021-09-14,64,gnql,2,-1
1064,2021-09-14,64,riot,1,-1
1065,2021-09-14,97,gnql,13,-1
1066,2021-09-14,97,riot,4,0
1067,2021-09-14,6,context,223,-1
1068,2021-09-14,6,gnql,5,-1
1069,2021-09-14,6,riot,2,-1
1070,2021-09-14,87,gnql,1,1
1071,2021-09-14,7,gnql,3,-1
1072,2021-09-14,75,gnql,6,1
1073,2021-09-14,75,riot,1,-1
1074,2021-09-14,71,analysis,127,-1
1075,2021-09-14,71,gnql,3,1
1076,2021-09-14,71,riot,1,-1
1077,2021-09-14,29,gnql,17,-1
1078,2021-09-14,29,riot,6,-1
1079,2021-09-14,72,gnql,1,-1
1080,2021-09-14,88,gnql,4,1
1081,2021-09-14,88,riot,1,0
1082,2021-09-14,119,gnql,2,-1
1083,2021-09-14,119,riot,1,0
1084,2021-09-14,37,gnql,25,-1
1085,2021-09-14,37,riot,1,0
1086,2021-09-14,120,gnql,4,-1
1087,2021-09-14,120,riot,1,0
1088,2021-09-14,15,gnql,98,-1
1089,2021-09-14,15,riot,6,-1
1090,2021-09-14,16,gnql,6,-1
1091,2021-09-14,16,riot,1,-1
1092,2021-09-14,77,gnql,2,-1
1093,2021-09-14,91,gnql,23,-1
1094,2021-09-14,91,riot,6,-1
1095,2021-09-14,50,analysis,48,-1
1096,2021-09-14,50,gnql,8,-1
1097,2021-09-14,50,riot,2,-1
1098,2021-09-14,68,gnql,21,-1
1099,2021-09-14,68,riot,1,-1
1100,2021-09-14,80,gnql,4,-1
1101,2021-09-14,80,riot,1,-1
1102,2021-09-14,117,gnql,25,1
1103,2021-09-14,117,riot,7,-1
1104,2021-09-14,118,gnql,10,1
1105,2021-09-14,118,riot,1,0
1106,2021-09-14,121,gnql,4,-1
1107,2021-09-14,121,riot,1,-1
1108,2021-09-14,122,gnql,3,1
1109,2021-09-14,122,riot,1,-1
1110,2021-09-14,123,gnql,3,1
1111,2021-09-14,123,riot,1,-1
1112,2021-09-14,101,gnql,1,1
1113,2021-09-14,44,noise_quick,6,-1
1114,2021-09-15,0,gnql,144,-1
1115,2021-09-15,106,analysis,2,-1
1116,2021-09-15,4,context,542408,-1
1117,2021-09-15,5,gnql,18,-1
1118,2021-09-15,5,noise_quick,2,0
1119,2021-09-15,64,gnql,2,-1
1120,2021-09-15,64,riot,1,-1
1121,2021-09-15,124,gnql,14,0
1122,2021-09-15,124,riot,5,0
1123,2021-09-15,6,context,265,-1
1124,2021-09-15,92,gnql,8,-1
1125,2021-09-15,87,gnql,1,1
1126,2021-09-15,7,gnql,7,-1
1127,2021-09-15,47,gnql,3,-1
1128,2021-09-15,47,riot,1,-1
1129,2021-09-15,11,gnql,1,-1
1130,2021-09-15,71,analysis,5029,-1
1131,2021-09-15,71,context,4,0
1132,2021-09-15,29,gnql,2,-1
1133,2021-09-15,29,riot,1,-1
1134,2021-09-15,72,gnql,1,-1
1135,2021-09-15,72,riot,1,-1
1136,2021-09-15,52,gnql,12,-1
1137,2021-09-15,52,riot,1,-1
1138,2021-09-15,31,gnql,2,-1
1139,2021-09-15,31,riot,1,-1
1140,2021-09-15,15,gnql,47,-1
1141,2021-09-15,15,riot,1,-1
1142,2021-09-15,50,analysis,43,-1
1143,2021-09-15,50,gnql,3,-1
1144,2021-09-15,68,gnql,10,-1
1145,2021-09-15,68,riot,2,-1
1146,2021-09-15,79,gnql,6,-1
1147,2021-09-15,80,gnql,5,-1
1148,2021-09-15,80,riot,1,-1
1149,2021-09-15,107,gnql,9,-1
1150,2021-09-15,117,gnql,19,1
1151,2021-09-15,117,riot,2,-1
1152,2021-09-15,125,gnql,13,1
1153,2021-09-15,125,riot,4,-1
1154,2021-09-15,126,gnql,57,1
1155,2021-09-15,127,gnql,8,0
1156,2021-09-15,94,gnql,3,-1
1157,2021-09-15,94,riot,1,0
1158,2021-09-15,43,context,1,-1
1159,2021-09-15,43,riot,1,-1
1160,2021-09-15,128,gnql,2,0
1161,2021-09-15,128,riot,1,0
1162,2021-09-16,111,gnql,3,-1
1163,2021-09-16,111,riot,1,0
1164,2021-09-16,0,gnql,144,-1
1165,2021-09-16,4,context,501490,-1
1166,2021-09-16,64,gnql,3,-1
1167,2021-09-16,64,riot,1,-1
1168,2021-09-16,6,context,283,-1
1169,2021-09-16,92,gnql,2,-1
1170,2021-09-16,78,gnql,4,1
1171,2021-09-16,78,riot,1,0
1172,2021-09-16,47,gnql,11,-1
1173,2021-09-16,47,riot,2,-1
1174,2021-09-16,75,gnql,14,1
1175,2021-09-16,75,riot,3,-1
1176,2021-09-16,10,gnql,10,-1
1177,2021-09-16,10,riot,3,-1
1178,2021-09-16,71,analysis,5027,-1
1179,2021-09-16,120,gnql,3,-1
1180,2021-09-16,52,gnql,8,-1
1181,2021-09-16,52,riot,2,-1
1182,2021-09-16,31,gnql,6,-1
1183,2021-09-16,31,riot,3,-1
1184,2021-09-16,129,context,1,-1
1185,2021-09-16,129,riot,1,-1
1186,2021-09-16,15,gnql,147,-1
1187,2021-09-16,15,riot,5,-1
1188,2021-09-16,77,gnql,5,-1
1189,2021-09-16,77,riot,1,-1
1190,2021-09-16,50,gnql,4,-1
1191,2021-09-16,50,riot,1,-1
1192,2021-09-16,68,gnql,9,-1
1193,2021-09-16,68,riot,1,-1
1194,2021-09-16,80,gnql,29,-1
1195,2021-09-16,80,riot,4,-1
1196,2021-09-16,102,gnql,5,1
1197,2021-09-16,102,riot,2,-1
1198,2021-09-16,108,gnql,11,1
1199,2021-09-16,108,riot,4,-1
1200,2021-09-16,117,riot,1,-1
1201,2021-09-16,118,gnql,3,1
1202,2021-09-16,121,gnql,28,-1
1203,2021-09-16,121,riot,5,-1
1204,2021-09-16,122,gnql,29,1
1205,2021-09-16,122,riot,3,-1
1206,2021-09-16,123,gnql,28,1
1207,2021-09-16,123,riot,5,-1
1208,2021-09-16,126,gnql,9,1
1209,2021-09-16,126,riot,1,0
1210,2021-09-16,130,gnql,7,1
1211,2021-09-16,130,riot,1,0
1212,2021-09-16,131,gnql,43,-1
1213,2021-09-16,132,gnql,3,1
1214,2021-09-16,132,riot,1,-1
1215,2021-09-16,66,gnql,52,-1
1216,2021-09-16,66,riot,17,-1
1217,2021-09-16,133,gnql,5,-1
1218,2021-09-16,133,riot,2,-1
1219,2021-09-16,51,analysis,1305,-1
1220,2021-09-17,45,gnql,5,-1
1221,2021-09-17,111,gnql,6,-1
1222,2021-09-17,0,gnql,144,-1
1223,2021-09-17,46,gnql,24,0
1224,2021-09-17,46,riot,1,-1
1225,2021-09-17,4,context,556174,-1
1226,2021-09-17,64,gnql,9,-1
1227,2021-09-17,64,riot,2,-1
1228,2021-09-17,6,context,234,-1
1229,2021-09-17,92,gnql,9,-1
1230,2021-09-17,78,gnql,2,1
1231,2021-09-17,87,gnql,1,1
1232,2021-09-17,47,gnql,16,-1
1233,2021-09-17,47,riot,5,-1
1234,2021-09-17,63,analysis,11,-1
1235,2021-09-17,75,gnql,1,1
1236,2021-09-17,71,analysis,6,-1
1237,2021-09-17,72,gnql,3,-1
1238,2021-09-17,72,riot,2,-1
1239,2021-09-17,27,gnql,14,-1
1240,2021-09-17,27,riot,3,-1
1241,2021-09-17,38,context,1,-1
1242,2021-09-17,38,riot,1,0
1243,2021-09-17,120,gnql,4,-1
1244,2021-09-17,52,gnql,10,-1
1245,2021-09-17,52,riot,4,-1
1246,2021-09-17,31,gnql,12,-1
1247,2021-09-17,31,riot,4,-1
1248,2021-09-17,67,gnql,1,-1
1249,2021-09-17,67,riot,2,-1
1250,2021-09-17,15,gnql,45,-1
1251,2021-09-17,77,gnql,3,-1
1252,2021-09-17,77,riot,3,-1
1253,2021-09-17,50,gnql,3,-1
1254,2021-09-17,50,riot,1,-1
1255,2021-09-17,80,gnql,9,-1
1256,2021-09-17,80,riot,1,-1
1257,2021-09-17,118,gnql,7,1
1258,2021-09-17,118,riot,1,0
1259,2021-09-17,121,gnql,2,-1
1260,2021-09-17,121,riot,1,-1
1261,2021-09-17,123,gnql,2,1
1262,2021-09-17,123,riot,1,-1
1263,2021-09-17,130,gnql,2,1
1264,2021-09-17,132,gnql,3,1
1265,2021-09-17,132,riot,2,-1
1266,2021-09-17,134,gnql,5,-1
1267,2021-09-17,134,riot,2,0
1268,2021-09-17,135,gnql,41,-1
1269,2021-09-17,135,riot,3,-1
1270,2021-09-17,136,gnql,9,1
1271,2021-09-17,136,riot,3,0
1272,2021-09-17,133,gnql,19,-1
1273,2021-09-17,133,riot,5,-1
1274,2021-09-17,101,gnql,3,1
1275,2021-09-18,0,gnql,144,-1
1276,2021-09-18,4,context,557083,-1
1277,2021-09-18,64,gnql,2,-1
1278,2021-09-18,64,riot,1,-1
1279,2021-09-18,6,context,267,-1
1280,2021-09-18,63,analysis,12,-1
1281,2021-09-18,63,gnql,3,-1
1282,2021-09-18,84,gnql,3,1
1283,2021-09-18,84,riot,1,0
1284,2021-09-18,15,gnql,3,-1
1285,2021-09-18,15,riot,1,-1
1286,2021-09-18,28,gnql,1,-1
1287,2021-09-18,28,riot,4,-1
1288,2021-09-18,77,gnql,7,-1
1289,2021-09-18,77,riot,1,-1
1290,2021-09-18,17,context,1,0
1291,2021-09-18,118,gnql,2,1
1292,2021-09-18,130,gnql,4,1
1293,2021-09-18,132,gnql,13,1
1294,2021-09-18,132,riot,6,-1
1295,2021-09-18,133,gnql,25,-1
1296,2021-09-18,133,riot,6,-1
1297,2021-09-19,0,gnql,144,-1
1298,2021-09-19,4,context,522266,-1
1299,2021-09-19,6,context,114,-1
1300,2021-09-19,7,gnql,2,-1
1301,2021-09-19,10,gnql,11,-1
1302,2021-09-19,10,riot,4,-1
1303,2021-09-19,71,analysis,7,-1
1304,2021-09-19,29,gnql,16,-1
1305,2021-09-19,29,riot,6,-1
1306,2021-09-19,137,gnql,4,-1
1307,2021-09-19,137,riot,1,0
1308,2021-09-19,67,gnql,12,-1
1309,2021-09-19,67,riot,3,-1
1310,2021-09-19,80,gnql,7,-1
1311,2021-09-19,138,analysis,2,0
1312,2021-09-19,138,gnql,23,0
1313,2021-09-19,133,gnql,22,-1
1314,2021-09-19,133,riot,7,-1
1315,2021-09-20,0,gnql,144,-1
1316,2021-09-20,25,gnql,24,-1
1317,2021-09-20,25,riot,2,-1
1318,2021-09-20,4,context,524122,-1
1319,2021-09-20,6,context,305,-1
1320,2021-09-20,92,gnql,4,-1
1321,2021-09-20,78,analysis,18,-1
1322,2021-09-20,78,gnql,3,1
1323,2021-09-20,87,gnql,2,1
1324,2021-09-20,7,gnql,1,-1
1325,2021-09-20,10,gnql,4,-1
1326,2021-09-20,10,riot,1,-1
1327,2021-09-20,11,gnql,2,-1
1328,2021-09-20,71,analysis,598,-1
1329,2021-09-20,71,gnql,24,1
1330,2021-09-20,71,riot,7,-1
1331,2021-09-20,29,gnql,18,-1
1332,2021-09-20,29,riot,6,-1
1333,2021-09-20,72,gnql,2,-1
1334,2021-09-20,27,gnql,3,-1
1335,2021-09-20,27,riot,1,-1
1336,2021-09-20,37,gnql,72,-1
1337,2021-09-20,31,gnql,3,-1
1338,2021-09-20,31,riot,1,-1
1339,2021-09-20,15,gnql,59,-1
1340,2021-09-20,102,gnql,5,1
1341,2021-09-20,121,gnql,9,-1
1342,2021-09-20,121,riot,3,-1
1343,2021-09-20,123,gnql,17,1
1344,2021-09-20,125,gnql,6,1
1345,2021-09-20,125,riot,2,-1
1346,2021-09-20,126,gnql,7,1
1347,2021-09-20,135,gnql,17,-1
1348,2021-09-20,135,riot,6,-1
1349,2021-09-21,0,gnql,144,-1
1350,2021-09-21,110,gnql,2,-1
1351,2021-09-21,4,context,433874,-1
1352,2021-09-21,64,gnql,8,-1
1353,2021-09-21,6,context,234,-1
1354,2021-09-21,47,gnql,3,-1
1355,2021-09-21,47,riot,1,-1
1356,2021-09-21,112,context,20,-1
1357,2021-09-21,112,gnql,1,1
1358,2021-09-21,71,analysis,439,-1
1359,2021-09-21,29,gnql,16,-1
1360,2021-09-21,29,riot,6,-1
1361,2021-09-21,72,gnql,4,-1
1362,2021-09-21,72,riot,1,-1
1363,2021-09-21,52,gnql,14,-1
1364,2021-09-21,52,riot,5,-1
1365,2021-09-21,31,gnql,10,-1
1366,2021-09-21,31,riot,2,-1
1367,2021-09-21,15,gnql,42,-1
1368,2021-09-21,15,riot,2,-1
1369,2021-09-21,28,gnql,5,-1
1370,2021-09-21,28,riot,2,-1
1371,2021-09-21,50,context,9,-1
1372,2021-09-21,50,noise_quick,14,-1
1373,2021-09-21,50,riot,9,-1
1374,2021-09-21,68,analysis,9,-1
1375,2021-09-21,68,gnql,3,-1
1376,2021-09-21,79,gnql,11,-1
1377,2021-09-21,80,gnql,6,-1
1378,2021-09-21,102,gnql,16,1
1379,2021-09-21,113,riot,1,0
1380,2021-09-21,117,gnql,3,1
1381,2021-09-21,117,riot,1,-1
1382,2021-09-21,123,gnql,3,1
1383,2021-09-21,123,riot,1,-1
1384,2021-09-21,130,gnql,2,1
1385,2021-09-21,135,gnql,5,-1
1386,2021-09-21,135,riot,1,-1
1387,2021-09-21,109,gnql,4,1
1388,2021-09-21,109,riot,1,-1
1389,2021-09-21,43,context,1,-1
1390,2021-09-21,43,riot,1,-1
1391,2021-09-22,0,gnql,144,-1
1392,2021-09-22,4,context,442713,-1
1393,2021-09-22,64,gnql,2,-1
1394,2021-09-22,6,context,588,-1
1395,2021-09-22,92,gnql,4,-1
1396,2021-09-22,78,gnql,2,1
1397,2021-09-22,139,context,1,0
1398,2021-09-22,139,gnql,3,0
1399,2021-09-22,139,noise_quick,1,0
1400,2021-09-22,139,riot,1,0
1401,2021-09-22,63,analysis,12,-1
1402,2021-09-22,71,analysis,6,-1
1403,2021-09-22,29,gnql,2,-1
1404,2021-09-22,52,gnql,2,-1
1405,2021-09-22,39,gnql,3,-1
1406,2021-09-22,15,gnql,21,-1
1407,2021-09-22,28,gnql,2,-1
1408,2021-09-22,91,gnql,2,-1
1409,2021-09-22,50,analysis,25,-1
1410,2021-09-22,50,context,80,-1
1411,2021-09-22,50,noise_quick,79,-1
1412,2021-09-22,50,riot,80,-1
1413,2021-09-22,68,analysis,2,-1
1414,2021-09-22,79,gnql,12,-1
