,dt,user_id,type,api_count,cluster_label
1415,2021-09-22,102,gnql,6,1
1416,2021-09-22,107,gnql,10,-1
1417,2021-09-22,123,gnql,8,1
1418,2021-09-22,126,gnql,15,1
1419,2021-09-22,135,gnql,14,-1
1420,2021-09-22,140,gnql,23,-1
1421,2021-09-22,51,gnql,5,-1
1422,2021-09-22,109,gnql,4,1
1423,2021-09-22,43,context,1,-1
1424,2021-09-22,43,riot,1,-1
1425,2021-09-22,23,gnql,4,-1
1426,2021-09-23,0,gnql,144,-1
1427,2021-09-23,4,context,434749,-1
1428,2021-09-23,64,gnql,4,-1
1429,2021-09-23,6,context,345,-1
1430,2021-09-23,47,gnql,4,-1
1431,2021-09-23,81,context,2,-1
1432,2021-09-23,81,riot,2,-1
1433,2021-09-23,10,gnql,2,-1
1434,2021-09-23,49,gnql,2,-1
1435,2021-09-23,71,analysis,173,-1
1436,2021-09-23,76,gnql,3,-1
1437,2021-09-23,67,gnql,3,-1
1438,2021-09-23,15,gnql,9,-1
1439,2021-09-23,50,context,145,-1
1440,2021-09-23,50,noise_quick,145,-1
1441,2021-09-23,50,riot,145,-1
1442,2021-09-23,68,gnql,9,-1
1443,2021-09-23,79,gnql,12,-1
1444,2021-09-23,102,gnql,2,1
1445,2021-09-23,104,gnql,6,-1
1446,2021-09-23,105,gnql,2,-1
1447,2021-09-23,107,gnql,2,-1
1448,2021-09-23,121,gnql,2,-1
1449,2021-09-23,141,gnql,38,-1
1450,2021-09-23,142,context,8,-1
1451,2021-09-23,109,gnql,26,1
1452,2021-09-24,0,gnql,144,-1
1453,2021-09-24,4,context,423132,-1
1454,2021-09-24,6,context,314,-1
1455,2021-09-24,63,analysis,3,-1
1456,2021-09-24,49,gnql,3,-1
1457,2021-09-24,71,analysis,4,-1
1458,2021-09-24,31,gnql,6,-1
1459,2021-09-24,67,gnql,2,-1
1460,2021-09-24,15,gnql,38,-1
1461,2021-09-24,50,context,42,-1
1462,2021-09-24,50,noise_quick,42,-1
1463,2021-09-24,50,riot,42,-1
1464,2021-09-24,79,gnql,12,-1
1465,2021-09-24,130,gnql,2,1
1466,2021-09-24,142,context,17,-1
1467,2021-09-25,0,gnql,144,-1
1468,2021-09-25,4,context,465914,-1
1469,2021-09-25,6,context,171,-1
1470,2021-09-25,11,gnql,2,-1
1471,2021-09-25,77,gnql,4,-1
1472,2021-09-25,50,context,2,-1
1473,2021-09-25,50,noise_quick,2,-1
1474,2021-09-25,50,riot,2,-1
1475,2021-09-25,79,gnql,12,-1
1476,2021-09-25,118,gnql,2,1
1477,2021-09-26,0,gnql,144,-1
1478,2021-09-26,4,context,441730,-1
1479,2021-09-26,6,context,146,-1
1480,2021-09-26,50,context,11,-1
1481,2021-09-26,50,noise_quick,11,-1
1482,2021-09-26,50,riot,11,-1
1483,2021-09-26,79,gnql,12,-1
1484,2021-09-27,0,gnql,144,-1
1485,2021-09-27,4,context,436897,-1
1486,2021-09-27,5,gnql,5,-1
1487,2021-09-27,6,context,319,-1
1488,2021-09-27,29,gnql,2,-1
1489,2021-09-27,15,gnql,35,-1
1490,2021-09-27,50,context,19,-1
1491,2021-09-27,50,noise_quick,13,-1
1492,2021-09-27,50,riot,16,-1
1493,2021-09-27,68,gnql,2,-1
1494,2021-09-27,79,gnql,12,-1
1495,2021-09-27,121,gnql,3,-1
1496,2021-09-27,131,gnql,15,-1
1497,2021-09-27,141,gnql,2,-1
1498,2021-09-27,143,gnql,2,0
1499,2021-09-28,0,gnql,144,-1
1500,2021-09-28,25,analysis,244,-1
1501,2021-09-28,25,gnql,10,-1
1502,2021-09-28,4,context,390740,-1
1503,2021-09-28,6,context,329,-1
1504,2021-09-28,78,analysis,20,-1
1505,2021-09-28,112,context,1,-1
1506,2021-09-28,112,gnql,2,1
1507,2021-09-28,144,gnql,3,0
1508,2021-09-28,37,gnql,12,-1
1509,2021-09-28,61,gnql,12,-1
1510,2021-09-28,15,gnql,11,-1
1511,2021-09-28,77,gnql,9,-1
1512,2021-09-28,50,context,22,-1
1513,2021-09-28,50,noise_quick,14,-1
1514,2021-09-28,50,riot,22,-1
1515,2021-09-28,57,gnql,12,-1
1516,2021-09-28,79,context,3,-1
1517,2021-09-28,79,gnql,25,-1
1518,2021-09-28,79,noise_quick,20329,-1
1519,2021-09-28,79,riot,8,-1
1520,2021-09-28,104,gnql,52,-1
1521,2021-09-28,108,gnql,2,1
1522,2021-09-28,121,gnql,3,-1
1523,2021-09-28,122,gnql,2,1
1524,2021-09-28,126,gnql,12,1
1525,2021-09-28,142,context,1,-1
1526,2021-09-28,145,gnql,4,0
1527,2021-09-28,145,noise_quick,3,0
1528,2021-09-28,109,gnql,19,1
1529,2021-09-29,0,gnql,144,-1
1530,2021-09-29,4,context,357767,-1
1531,2021-09-29,6,context,331,-1
1532,2021-09-29,146,analysis,2,0
1533,2021-09-29,146,gnql,23,0
1534,2021-09-29,81,context,2,-1
1535,2021-09-29,81,riot,2,-1
1536,2021-09-29,147,analysis,2,0
1537,2021-09-29,61,gnql,138,-1
1538,2021-09-29,15,gnql,10,-1
1539,2021-09-29,50,context,10,-1
1540,2021-09-29,50,noise_quick,9,-1
1541,2021-09-29,50,riot,10,-1
1542,2021-09-29,79,gnql,23,-1
1543,2021-09-29,79,noise_quick,58550,-1
1544,2021-09-29,104,gnql,12,-1
1545,2021-09-29,121,gnql,11,-1
1546,2021-09-29,135,gnql,2,-1
1547,2021-09-29,142,context,2,-1
1548,2021-09-29,51,gnql,4,-1
1549,2021-09-29,109,gnql,5,1
1550,2021-09-30,86,gnql,3,-1
1551,2021-09-30,0,gnql,144,-1
1552,2021-09-30,4,context,351127,-1
1553,2021-09-30,6,context,319,-1
1554,2021-09-30,92,gnql,6,-1
1555,2021-09-30,148,gnql,5,1
1556,2021-09-30,81,context,1,-1
1557,2021-09-30,81,riot,1,-1
1558,2021-09-30,149,analysis,1154,-1
1559,2021-09-30,149,gnql,11,-1
1560,2021-09-30,31,gnql,3,-1
1561,2021-09-30,67,analysis,2,-1
1562,2021-09-30,67,gnql,5,-1
1563,2021-09-30,61,gnql,144,-1
1564,2021-09-30,15,gnql,153,-1
1565,2021-09-30,28,gnql,2,-1
1566,2021-09-30,74,analysis,174,-1
1567,2021-09-30,79,gnql,12,-1
1568,2021-09-30,104,analysis,464,-1
1569,2021-09-30,135,gnql,2,-1
1570,2021-09-30,66,gnql,6,-1
1571,2021-10-01,0,gnql,144,-1
1572,2021-10-01,4,context,356333,-1
1573,2021-10-01,6,context,308,-1
1574,2021-10-01,149,analysis,20,-1
1575,2021-10-01,10,gnql,4,-1
1576,2021-10-01,71,analysis,2,-1
1577,2021-10-01,71,gnql,2,1
1578,2021-10-01,76,gnql,5,-1
1579,2021-10-01,73,gnql,4,-1
1580,2021-10-01,14,context,1,-1
1581,2021-10-01,61,gnql,144,-1
1582,2021-10-01,15,gnql,28,-1
1583,2021-10-01,77,gnql,5,-1
1584,2021-10-01,91,gnql,4,-1
1585,2021-10-01,50,context,1,-1
1586,2021-10-01,50,riot,1,-1
1587,2021-10-01,79,gnql,12,-1
1588,2021-10-01,126,gnql,40,1
1589,2021-10-01,140,gnql,4,-1
1590,2021-10-01,19,gnql,7,-1
1591,2021-10-02,0,gnql,144,-1
1592,2021-10-02,4,context,350346,-1
1593,2021-10-02,6,context,137,-1
1594,2021-10-02,49,gnql,2,-1
1595,2021-10-02,84,gnql,2,1
1596,2021-10-02,73,gnql,2,-1
1597,2021-10-02,61,gnql,144,-1
1598,2021-10-02,50,context,34,-1
1599,2021-10-02,50,noise_quick,34,-1
1600,2021-10-02,50,riot,34,-1
1601,2021-10-02,79,gnql,12,-1
1602,2021-10-02,19,gnql,108,-1
1603,2021-10-03,0,gnql,144,-1
1604,2021-10-03,4,context,358160,-1
1605,2021-10-03,6,context,145,-1
1606,2021-10-03,29,gnql,6,-1
1607,2021-10-03,61,gnql,123,-1
1608,2021-10-03,50,context,17,-1
1609,2021-10-03,50,noise_quick,17,-1
1610,2021-10-03,50,riot,17,-1
1611,2021-10-03,79,gnql,12,-1
1612,2021-10-04,0,gnql,144,-1
1613,2021-10-04,4,context,352492,-1
1614,2021-10-04,6,context,300,-1
1615,2021-10-04,6,gnql,2,-1
1616,2021-10-04,10,gnql,1,-1
1617,2021-10-04,61,gnql,144,-1
1618,2021-10-04,15,gnql,21,-1
1619,2021-10-04,16,gnql,2,-1
1620,2021-10-04,79,gnql,12,-1
1621,2021-10-04,141,gnql,2,-1
1622,2021-10-04,142,context,2,-1
1623,2021-10-04,150,context,14,-1
1624,2021-10-04,150,noise_quick,23,-1
1625,2021-10-04,150,riot,5,-1
1626,2021-10-04,109,gnql,2,1
1627,2021-10-05,0,gnql,144,-1
1628,2021-10-05,4,context,404964,-1
1629,2021-10-05,5,analysis,12,0
1630,2021-10-05,5,gnql,90,-1
1631,2021-10-05,32,context,1,-1
1632,2021-10-05,115,gnql,1,-1
1633,2021-10-05,6,context,273,-1
1634,2021-10-05,6,gnql,2,-1
1635,2021-10-05,63,gnql,6,-1
1636,2021-10-05,149,analysis,2,-1
1637,2021-10-05,9,context,1,-1
1638,2021-10-05,9,riot,1,-1
1639,2021-10-05,151,gnql,2,0
1640,2021-10-05,67,gnql,3,-1
1641,2021-10-05,61,gnql,96,-1
1642,2021-10-05,15,gnql,25,-1
1643,2021-10-05,50,context,10,-1
1644,2021-10-05,50,noise_quick,10,-1
1645,2021-10-05,50,riot,10,-1
1646,2021-10-05,79,gnql,12,-1
1647,2021-10-05,122,gnql,2,1
1648,2021-10-05,141,gnql,2,-1
1649,2021-10-05,150,context,6,-1
1650,2021-10-05,150,noise_quick,8,-1
1651,2021-10-05,150,riot,2,-1
1652,2021-10-05,152,context,1,-1
1653,2021-10-05,152,riot,1,-1
1654,2021-10-06,0,gnql,144,-1
1655,2021-10-06,4,context,374047,-1
1656,2021-10-06,6,context,395,-1
1657,2021-10-06,114,gnql,3,0
1658,2021-10-06,14,gnql,3,-1
1659,2021-10-06,61,gnql,144,-1
1660,2021-10-06,15,gnql,53,-1
1661,2021-10-06,50,context,10,-1
1662,2021-10-06,50,noise_quick,10,-1
1663,2021-10-06,50,riot,10,-1
1664,2021-10-06,79,gnql,16,-1
1665,2021-10-06,104,gnql,4,-1
1666,2021-10-06,122,gnql,2,1
1667,2021-10-06,126,gnql,17,1
1668,2021-10-06,141,gnql,1,-1
1669,2021-10-06,142,context,4,-1
1670,2021-10-06,150,context,1,-1
1671,2021-10-06,150,noise_quick,1,-1
1672,2021-10-06,66,gnql,9,-1
1673,2021-10-06,153,gnql,82,1
1674,2021-10-06,51,gnql,53,-1
1675,2021-10-06,94,gnql,7,-1
1676,2021-10-06,154,gnql,2,0
1677,2021-10-07,155,gnql,7,0
1678,2021-10-07,111,gnql,2,-1
1679,2021-10-07,0,gnql,144,-1
1680,2021-10-07,110,context,1,-1
1681,2021-10-07,110,riot,1,-1
1682,2021-10-07,4,context,313444,-1
1683,2021-10-07,156,gnql,2,0
1684,2021-10-07,6,context,362,-1
1685,2021-10-07,93,gnql,4,1
1686,2021-10-07,157,analysis,153,0
1687,2021-10-07,81,context,1,-1
1688,2021-10-07,81,riot,1,-1
1689,2021-10-07,112,context,42,-1
1690,2021-10-07,112,gnql,42,1
1691,2021-10-07,112,riot,11,-1
1692,2021-10-07,9,context,1,-1
1693,2021-10-07,9,riot,1,-1
1694,2021-10-07,10,gnql,1,-1
1695,2021-10-07,158,gnql,4,0
1696,2021-10-07,98,gnql,6,1
1697,2021-10-07,61,gnql,147,-1
1698,2021-10-07,15,gnql,16,-1
1699,2021-10-07,16,gnql,3,-1
1700,2021-10-07,17,gnql,7,-1
1701,2021-10-07,74,analysis,12,-1
1702,2021-10-07,50,context,9,-1
1703,2021-10-07,50,noise_quick,9,-1
1704,2021-10-07,50,riot,9,-1
1705,2021-10-07,79,gnql,12,-1
1706,2021-10-07,105,gnql,5,-1
1707,2021-10-07,121,gnql,2,-1
1708,2021-10-07,136,gnql,4,1
1709,2021-10-07,142,context,1,-1
1710,2021-10-07,150,context,1,-1
1711,2021-10-07,150,noise_quick,2,-1
1712,2021-10-07,159,gnql,98,-1
1713,2021-10-07,160,gnql,4,0
1714,2021-10-07,66,gnql,5,-1
1715,2021-10-07,153,gnql,17,1
1716,2021-10-07,51,analysis,1305,-1
1717,2021-10-07,62,gnql,2,0
1718,2021-10-07,161,gnql,2,0
1719,2021-10-08,45,gnql,6,-1
1720,2021-10-08,111,gnql,4,-1
1721,2021-10-08,0,gnql,144,-1
1722,2021-10-08,162,gnql,10,0
1723,2021-10-08,110,context,6,-1
1724,2021-10-08,110,riot,6,-1
1725,2021-10-08,4,context,328058,-1
1726,2021-10-08,5,gnql,3,-1
1727,2021-10-08,163,gnql,18,1
1728,2021-10-08,6,context,487,-1
1729,2021-10-08,6,gnql,2,-1
1730,2021-10-08,92,gnql,10,-1
1731,2021-10-08,49,gnql,2,-1
1732,2021-10-08,76,gnql,4,-1
1733,2021-10-08,37,gnql,4,-1
1734,2021-10-08,164,gnql,34,0
1735,2021-10-08,61,gnql,144,-1
1736,2021-10-08,15,gnql,10,-1
1737,2021-10-08,16,gnql,2,-1
1738,2021-10-08,50,context,10,-1
1739,2021-10-08,50,noise_quick,10,-1
1740,2021-10-08,50,riot,10,-1
1741,2021-10-08,65,gnql,4,-1
1742,2021-10-08,79,gnql,14,-1
1743,2021-10-08,104,gnql,2,-1
1744,2021-10-08,121,gnql,3,-1
1745,2021-10-08,141,gnql,4,-1
1746,2021-10-08,150,context,1,-1
1747,2021-10-08,150,noise_quick,1,-1
1748,2021-10-08,165,analysis,97501,-1
1749,2021-10-08,165,gnql,21,1
1750,2021-10-08,153,gnql,2,1
1751,2021-10-08,166,gnql,3,0
1752,2021-10-08,19,gnql,33,-1
1753,2021-10-09,0,gnql,144,-1
1754,2021-10-09,4,context,301648,-1
1755,2021-10-09,6,context,193,-1
1756,2021-10-09,47,gnql,2,-1
1757,2021-10-09,67,gnql,8,-1
1758,2021-10-09,61,gnql,144,-1
1759,2021-10-09,50,context,9,-1
1760,2021-10-09,50,noise_quick,9,-1
1761,2021-10-09,50,riot,9,-1
1762,2021-10-09,79,gnql,12,-1
1763,2021-10-09,117,gnql,4,1
1764,2021-10-09,141,gnql,6,-1
1765,2021-10-09,19,gnql,21,-1
1766,2021-10-10,0,gnql,144,-1
1767,2021-10-10,4,context,328560,-1
1768,2021-10-10,6,context,154,-1
1769,2021-10-10,149,analysis,107,-1
1770,2021-10-10,61,gnql,42,-1
1771,2021-10-10,50,context,3,-1
1772,2021-10-10,50,noise_quick,3,-1
1773,2021-10-10,50,riot,3,-1
1774,2021-10-10,79,gnql,12,-1
1775,2021-10-10,133,gnql,2,-1
1776,2021-10-10,19,gnql,5,-1
1777,2021-10-11,0,gnql,144,-1
1778,2021-10-11,167,gnql,9,0
1779,2021-10-11,4,context,309613,-1
1780,2021-10-11,6,context,1783,-1
1781,2021-10-11,92,gnql,2,-1
1782,2021-10-11,81,context,1,-1
1783,2021-10-11,81,riot,1,-1
1784,2021-10-11,112,context,6,-1
1785,2021-10-11,112,riot,1,-1
1786,2021-10-11,10,gnql,5,-1
1787,2021-10-11,76,gnql,6,-1
1788,2021-10-11,137,gnql,2,-1
1789,2021-10-11,91,gnql,11,-1
1790,2021-10-11,50,context,5,-1
1791,2021-10-11,50,noise_quick,5,-1
1792,2021-10-11,50,riot,5,-1
1793,2021-10-11,79,gnql,14,-1
1794,2021-10-11,79,noise_quick,36743,-1
1795,2021-10-11,131,gnql,15,-1
1796,2021-10-11,136,gnql,12,1
1797,2021-10-11,150,noise_quick,1,-1
1798,2021-10-11,152,context,3,-1
1799,2021-10-11,152,riot,3,-1
1800,2021-10-11,165,analysis,101,-1
1801,2021-10-11,66,gnql,3,-1
1802,2021-10-12,168,gnql,7,-1
1803,2021-10-12,0,gnql,144,-1
1804,2021-10-12,4,context,307258,-1
1805,2021-10-12,6,analysis,6,0
1806,2021-10-12,6,context,777,-1
1807,2021-10-12,6,gnql,2,-1
1808,2021-10-12,92,gnql,4,-1
1809,2021-10-12,49,gnql,2,-1
1810,2021-10-12,50,context,11,-1
1811,2021-10-12,50,noise_quick,11,-1
1812,2021-10-12,50,riot,11,-1
1813,2021-10-12,79,gnql,9,-1
1814,2021-10-12,105,gnql,4,-1
1815,2021-10-12,107,gnql,11,-1
1816,2021-10-12,131,gnql,19,-1
1817,2021-10-12,142,context,2,-1
1818,2021-10-12,150,analysis,4,-1
1819,2021-10-12,165,analysis,169,-1
1820,2021-10-12,169,analysis,2,-1
1821,2021-10-12,169,gnql,2,1
1822,2021-10-12,51,analysis,1305,-1
1823,2021-10-12,23,gnql,2,-1
1824,2021-10-13,0,gnql,144,-1
1825,2021-10-13,167,context,2,-1
1826,2021-10-13,167,riot,1,-1
1827,2021-10-13,4,context,211998,-1
1828,2021-10-13,97,analysis,82,0
1829,2021-10-13,97,gnql,11,-1
1830,2021-10-13,6,context,513,-1
1831,2021-10-13,81,context,4,-1
1832,2021-10-13,81,riot,4,-1
1833,2021-10-13,170,gnql,18,0
1834,2021-10-13,37,gnql,86,-1
1835,2021-10-13,50,context,16,-1
1836,2021-10-13,50,noise_quick,16,-1
1837,2021-10-13,50,riot,16,-1
1838,2021-10-13,79,gnql,14,-1
1839,2021-10-13,104,gnql,4,-1
1840,2021-10-13,135,gnql,2,-1
1841,2021-10-13,142,context,3,-1
1842,2021-10-13,150,analysis,4,-1
1843,2021-10-13,150,gnql,2,0
1844,2021-10-13,165,analysis,164,-1
1845,2021-10-13,169,gnql,11,1
1846,2021-10-13,51,gnql,11,-1
1847,2021-10-14,0,gnql,144,-1
1848,2021-10-14,110,context,1,-1
1849,2021-10-14,110,gnql,3,-1
1850,2021-10-14,110,riot,1,-1
1851,2021-10-14,4,context,91184,-1
1852,2021-10-14,6,context,347,-1
1853,2021-10-14,112,context,5,-1
1854,2021-10-14,171,gnql,2,0
1855,2021-10-14,15,gnql,17,-1
1856,2021-10-14,50,context,9,-1
1857,2021-10-14,50,noise_quick,9,-1
1858,2021-10-14,50,riot,9,-1
1859,2021-10-14,79,gnql,16,-1
1860,2021-10-14,121,gnql,2,-1
1861,2021-10-14,126,gnql,8,1
1862,2021-10-14,131,context,1,0
1863,2021-10-14,131,gnql,61,-1
1864,2021-10-14,150,noise_quick,1,-1
1865,2021-10-14,152,context,1,-1
1866,2021-10-14,152,riot,1,-1
1867,2021-10-14,165,analysis,84,-1
1868,2021-10-14,169,gnql,4,1
1869,2021-10-14,172,gnql,8,1
1870,2021-10-15,173,gnql,19,1
1871,2021-10-15,0,gnql,144,-1
1872,2021-10-15,4,context,84038,-1
1873,2021-10-15,6,context,278,-1
1874,2021-10-15,47,gnql,3,-1
1875,2021-10-15,81,context,1,-1
1876,2021-10-15,81,riot,1,-1
1877,2021-10-15,76,gnql,2,-1
1878,2021-10-15,37,gnql,51,-1
1879,2021-10-15,15,gnql,6,-1
1880,2021-10-15,50,context,11,-1
1881,2021-10-15,50,noise_quick,11,-1
1882,2021-10-15,50,riot,11,-1
1883,2021-10-15,79,gnql,12,-1
1884,2021-10-15,79,noise_quick,3435,-1
1885,2021-10-15,104,gnql,3,-1
1886,2021-10-15,105,gnql,3,-1
1887,2021-10-15,142,context,1,-1
1888,2021-10-15,150,noise_quick,1,-1
1889,2021-10-15,133,gnql,4,-1
1890,2021-10-15,83,gnql,6,-1
1891,2021-10-15,174,gnql,8,0
1892,2021-10-16,0,gnql,144,-1
1893,2021-10-16,4,context,74484,-1
1894,2021-10-16,6,context,161,-1
1895,2021-10-16,50,context,14,-1
1896,2021-10-16,50,noise_quick,14,-1
1897,2021-10-16,50,riot,14,-1
1898,2021-10-16,79,gnql,12,-1
1899,2021-10-16,175,gnql,4,-1
1900,2021-10-16,133,gnql,2,-1
1901,2021-10-16,19,gnql,11,-1
1902,2021-10-17,0,gnql,144,-1
1903,2021-10-17,4,context,56947,-1
1904,2021-10-17,6,context,209,-1
1905,2021-10-17,81,context,2,-1
1906,2021-10-17,81,riot,2,-1
1907,2021-10-17,112,context,4,-1
1908,2021-10-17,37,gnql,10,-1
1909,2021-10-17,67,gnql,3,-1
1910,2021-10-17,50,context,4,-1
1911,2021-10-17,50,noise_quick,4,-1
1912,2021-10-17,50,riot,4,-1
1913,2021-10-17,79,gnql,12,-1
1914,2021-10-17,79,noise_quick,38158,-1
1915,2021-10-17,176,gnql,10,-1
1916,2021-10-17,133,gnql,3,-1
1917,2021-10-17,19,gnql,10,-1
1918,2021-10-17,161,gnql,2,0
1919,2021-10-18,0,gnql,144,-1
1920,2021-10-18,110,context,1,-1
1921,2021-10-18,110,riot,1,-1
1922,2021-10-18,4,context,85270,-1
1923,2021-10-18,6,context,416,-1
1924,2021-10-18,10,gnql,3,-1
1925,2021-10-18,71,analysis,252,-1
1926,2021-10-18,37,gnql,6,-1
1927,2021-10-18,15,gnql,21,-1
1928,2021-10-18,50,context,8,-1
1929,2021-10-18,50,noise_quick,8,-1
1930,2021-10-18,50,riot,8,-1
1931,2021-10-18,79,gnql,12,-1
1932,2021-10-18,79,noise_quick,64107,-1
1933,2021-10-18,135,gnql,6,-1
1934,2021-10-18,165,analysis,470,-1
1935,2021-10-18,165,gnql,2,1
1936,2021-10-18,176,gnql,4,-1
1937,2021-10-18,177,gnql,16,1
1938,2021-10-19,0,gnql,144,-1
1939,2021-10-19,4,context,85219,-1
1940,2021-10-19,178,gnql,2,0
1941,2021-10-19,115,gnql,2,-1
1942,2021-10-19,6,context,541,-1
1943,2021-10-19,92,gnql,25,-1
1944,2021-10-19,63,analysis,18,-1
1945,2021-10-19,37,gnql,10,-1
1946,2021-10-19,15,gnql,11,-1
1947,2021-10-19,50,context,14,-1
1948,2021-10-19,50,noise_quick,14,-1
1949,2021-10-19,50,riot,14,-1
1950,2021-10-19,79,gnql,12,-1
1951,2021-10-19,79,noise_quick,40756,-1
1952,2021-10-19,104,gnql,11,-1
1953,2021-10-19,107,gnql,13,-1
1954,2021-10-19,141,gnql,11,-1
1955,2021-10-19,142,context,1,-1
1956,2021-10-19,150,analysis,1035,-1
1957,2021-10-19,165,analysis,94,-1
1958,2021-10-19,172,gnql,13,1
1959,2021-10-19,43,context,1,-1
1960,2021-10-19,43,riot,1,-1
1961,2021-10-20,0,gnql,144,-1
1962,2021-10-20,4,context,82603,-1
1963,2021-10-20,115,gnql,1,-1
1964,2021-10-20,6,context,610,-1
1965,2021-10-20,63,analysis,4,-1
1966,2021-10-20,179,gnql,3,0
1967,2021-10-20,37,gnql,4,-1
1968,2021-10-20,15,gnql,14,-1
1969,2021-10-20,91,gnql,4,-1
1970,2021-10-20,50,context,18,-1
1971,2021-10-20,50,noise_quick,18,-1
1972,2021-10-20,50,riot,18,-1
1973,2021-10-20,79,gnql,12,-1
1974,2021-10-20,79,noise_quick,34760,-1
1975,2021-10-20,142,context,4,-1
1976,2021-10-20,150,analysis,120,-1
1977,2021-10-20,150,noise_quick,2,-1
1978,2021-10-20,165,analysis,125,-1
1979,2021-10-20,172,context,1,-1
1980,2021-10-20,172,gnql,15,1
1981,2021-10-20,172,noise_quick,3,0
1982,2021-10-20,172,riot,1,-1
1983,2021-10-20,180,analysis,9554,-1
1984,2021-10-20,180,gnql,6,-1
1985,2021-10-20,42,context,1,-1
1986,2021-10-21,181,gnql,4,0
1987,2021-10-21,0,gnql,145,-1
1988,2021-10-21,4,context,61467,-1
1989,2021-10-21,6,context,346,-1
1990,2021-10-21,47,gnql,2,-1
1991,2021-10-21,182,context,4992,-1
1992,2021-10-21,182,riot,4994,-1
1993,2021-10-21,8,gnql,5,-1
1994,2021-10-21,48,gnql,2,-1
1995,2021-10-21,119,gnql,5,-1
1996,2021-10-21,37,gnql,127,-1
1997,2021-10-21,15,gnql,40,-1
1998,2021-10-21,50,context,8,-1
1999,2021-10-21,50,noise_quick,8,-1
2000,2021-10-21,50,riot,8,-1
2001,2021-10-21,79,gnql,12,-1
2002,2021-10-21,79,noise_quick,31835,-1
2003,2021-10-21,104,gnql,6,-1
2004,2021-10-21,107,gnql,8,-1
2005,2021-10-21,141,gnql,12,-1
2006,2021-10-21,142,context,3,-1
2007,2021-10-21,150,context,1,-1
2008,2021-10-21,150,noise_quick,2,-1
2009,2021-10-21,152,context,2,-1
2010,2021-10-21,152,riot,2,-1
2011,2021-10-21,183,gnql,13,0
2012,2021-10-21,153,gnql,34,1
2013,2021-10-22,0,gnql,144,-1
2014,2021-10-22,110,context,1,-1
2015,2021-10-22,110,riot,1,-1
2016,2021-10-22,4,context,82915,-1
2017,2021-10-22,6,context,270,-1
2018,2021-10-22,182,context,3954,-1
2019,2021-10-22,182,riot,3948,-1
2020,2021-10-22,10,gnql,3,-1
2021,2021-10-22,73,gnql,3,-1
2022,2021-10-22,37,gnql,2,-1
2023,2021-10-22,184,gnql,3,1
2024,2021-10-22,61,gnql,8,-1
2025,2021-10-22,15,gnql,14,-1
2026,2021-10-22,91,gnql,2,-1
2027,2021-10-22,50,context,18,-1
2028,2021-10-22,50,noise_quick,18,-1
2029,2021-10-22,50,riot,18,-1
2030,2021-10-22,79,gnql,12,-1
2031,2021-10-22,79,noise_quick,72773,-1
2032,2021-10-22,150,context,1,-1
2033,2021-10-22,150,noise_quick,1,-1
2034,2021-10-22,172,gnql,1,1
2035,2021-10-22,180,analysis,6370,-1
2036,2021-10-22,180,gnql,3,-1
2037,2021-10-22,153,gnql,3,1
2038,2021-10-22,51,analysis,2610,-1
2039,2021-10-22,19,gnql,2,-1
2040,2021-10-23,0,gnql,144,-1
2041,2021-10-23,185,gnql,7,0
2042,2021-10-23,4,context,63956,-1
2043,2021-10-23,6,context,145,-1
2044,2021-10-23,47,gnql,2,-1
2045,2021-10-23,182,context,3995,-1
2046,2021-10-23,182,riot,4003,-1
2047,2021-10-23,79,gnql,12,-1
2048,2021-10-23,79,noise_quick,38310,-1
2049,2021-10-23,180,analysis,106,-1
2050,2021-10-23,133,gnql,7,-1
2051,2021-10-24,0,gnql,144,-1
2052,2021-10-24,4,context,83196,-1
2053,2021-10-24,6,context,176,-1
2054,2021-10-24,182,context,3439,-1
2055,2021-10-24,182,riot,3436,-1
2056,2021-10-24,79,gnql,12,-1
2057,2021-10-24,79,noise_quick,23108,-1
2058,2021-10-24,113,gnql,2,-1
2059,2021-10-24,19,gnql,6,-1
2060,2021-10-25,186,gnql,18,0
2061,2021-10-25,111,gnql,9,-1
2062,2021-10-25,0,gnql,144,-1
2063,2021-10-25,4,context,84703,-1
2064,2021-10-25,5,gnql,10,-1
2065,2021-10-25,115,gnql,1,-1
2066,2021-10-25,6,context,607,-1
2067,2021-10-25,87,analysis,1014,-1
2068,2021-10-25,182,context,4796,-1
2069,2021-10-25,182,riot,4793,-1
2070,2021-10-25,29,gnql,3,-1
2071,2021-10-25,73,gnql,2,-1
2072,2021-10-25,67,gnql,5,-1
2073,2021-10-25,50,gnql,3,-1
2074,2021-10-25,79,gnql,28,-1
2075,2021-10-25,79,noise_quick,24244,-1
2076,2021-10-25,131,gnql,3,-1
2077,2021-10-25,141,gnql,2,-1
2078,2021-10-25,142,context,2,-1
2079,2021-10-25,165,analysis,618,-1
2080,2021-10-25,165,gnql,2,1
2081,2021-10-25,180,analysis,201,-1
2082,2021-10-25,180,gnql,3,-1
2083,2021-10-25,187,gnql,4,0
2084,2021-10-25,188,gnql,9,1
2085,2021-10-25,189,gnql,2,1
2086,2021-10-25,190,gnql,30,1
2087,2021-10-25,153,gnql,72,1
2088,2021-10-25,191,analysis,1,0
2089,2021-10-25,191,gnql,9,0
2090,2021-10-25,192,gnql,4,0
2091,2021-10-26,45,gnql,2,-1
2092,2021-10-26,0,gnql,144,-1
2093,2021-10-26,110,context,1,-1
