dt,user_id,type,api_count
2021-09-10,64,gnql,3
2021-09-10,64,riot,1
2021-09-10,6,context,287
2021-09-10,7,gnql,1
2021-09-10,47,gnql,6
2021-09-10,47,riot,2
2021-09-10,81,context,1
2021-09-10,81,riot,1
2021-09-10,63,analysis,5
2021-09-10,48,gnql,1
2021-09-10,11,gnql,2
2021-09-10,11,riot,1
2021-09-10,76,gnql,2
2021-09-10,72,gnql,1
2021-09-10,114,gnql,3
2021-09-10,114,riot,1
2021-09-10,37,gnql,21
2021-09-10,31,gnql,7
2021-09-10,31,riot,2
2021-09-10,15,gnql,40
2021-09-10,28,gnql,5
2021-09-10,28,riot,3
2021-09-10,16,gnql,2
2021-09-10,16,riot,2
2021-09-10,50,gnql,13
2021-09-10,50,riot,2
2021-09-10,79,gnql,4
2021-09-10,79,riot,1
2021-09-10,80,gnql,5
2021-09-10,80,riot,2
2021-09-10,66,gnql,27
2021-09-10,66,riot,8
2021-09-10,101,gnql,2
2021-09-10,94,gnql,3
2021-09-10,94,riot,1
2021-09-11,0,gnql,144
2021-09-11,25,gnql,3
2021-09-11,4,context,574833
2021-09-11,64,gnql,7
2021-09-11,64,riot,6
2021-09-11,6,context,161
2021-09-11,47,gnql,5
2021-09-11,47,riot,2
2021-09-11,48,gnql,28
2021-09-11,49,gnql,18
2021-09-11,49,riot,4
2021-09-11,31,gnql,10
2021-09-11,31,riot,2
2021-09-11,67,gnql,1
2021-09-11,67,riot,1
2021-09-12,0,gnql,144
2021-09-12,25,gnql,3
2021-09-12,25,riot,1
2021-09-12,4,context,500791
2021-09-12,64,gnql,2
2021-09-12,64,riot,2
2021-09-12,115,gnql,1
2021-09-12,6,context,170
2021-09-12,49,gnql,9
2021-09-12,49,riot,6
2021-09-12,29,gnql,2
2021-09-12,29,riot,2
2021-09-12,72,gnql,1
2021-09-12,52,gnql,9
2021-09-12,52,riot,3
2021-09-12,67,gnql,39
2021-09-12,67,riot,14
2021-09-13,111,gnql,72
2021-09-13,111,riot,1
2021-09-13,0,gnql,144
2021-09-13,110,context,1
2021-09-13,110,gnql,5
2021-09-13,110,riot,3
2021-09-13,4,context,523589
2021-09-13,64,gnql,3
2021-09-13,64,riot,1
2021-09-13,6,context,337
2021-09-13,7,gnql,1
2021-09-13,29,gnql,27
2021-09-13,29,riot,9
2021-09-13,76,gnql,2
2021-09-13,72,gnql,2
2021-09-13,116,gnql,11
2021-09-13,116,riot,4
2021-09-13,52,gnql,2
2021-09-13,52,riot,1
2021-09-13,15,gnql,59
2021-09-13,15,riot,11
2021-09-13,28,gnql,2
2021-09-13,28,riot,1
2021-09-13,50,analysis,46
2021-09-13,50,gnql,3
2021-09-13,79,gnql,7
2021-09-13,79,riot,1
2021-09-13,80,gnql,4
2021-09-13,117,gnql,2
2021-09-13,117,riot,1
2021-09-13,118,gnql,5
2021-09-13,118,riot,1
2021-09-13,66,gnql,18
2021-09-13,66,riot,5
2021-09-13,51,gnql,10
2021-09-13,44,context,1
2021-09-13,44,noise_quick,1
2021-09-13,44,riot,1
2021-09-14,111,gnql,9
2021-09-14,111,riot,1
2021-09-14,0,gnql,144
2021-09-14,4,context,523067
2021-09-14,64,gnql,2
2021-09-14,64,riot,1
2021-09-14,97,gnql,13
2021-09-14,97,riot,4
2021-09-14,6,context,223
2021-09-14,6,gnql,5
2021-09-14,6,riot,2
2021-09-14,87,gnql,1
2021-09-14,7,gnql,3
2021-09-14,75,gnql,6
2021-09-14,75,riot,1
2021-09-14,71,analysis,127
2021-09-14,71,gnql,3
2021-09-14,71,riot,1
2021-09-14,29,gnql,17
2021-09-14,29,riot,6
2021-09-14,72,gnql,1
2021-09-14,88,gnql,4
2021-09-14,88,riot,1
2021-09-14,119,gnql,2
2021-09-14,119,riot,1
2021-09-14,37,gnql,25
2021-09-14,37,riot,1
2021-09-14,120,gnql,4
2021-09-14,120,riot,1
2021-09-14,15,gnql,98
2021-09-14,15,riot,6
2021-09-14,16,gnql,6
2021-09-14,16,riot,1
2021-09-14,77,gnql,2
2021-09-14,91,gnql,23
2021-09-14,91,riot,6
2021-09-14,50,analysis,48
2021-09-14,50,gnql,8
2021-09-14,50,riot,2
2021-09-14,68,gnql,21
2021-09-14,68,riot,1
2021-09-14,80,gnql,4
2021-09-14,80,riot,1
2021-09-14,117,gnql,25
2021-09-14,117,riot,7
2021-09-14,118,gnql,10
2021-09-14,118,riot,1
2021-09-14,121,gnql,4
2021-09-14,121,riot,1
2021-09-14,122,gnql,3
2021-09-14,122,riot,1
2021-09-14,123,gnql,3
2021-09-14,123,riot,1
2021-09-14,101,gnql,1
2021-09-14,44,noise_quick,6
2021-09-15,0,gnql,144
2021-09-15,106,analysis,2
2021-09-15,4,context,542408
2021-09-15,5,gnql,18
2021-09-15,5,noise_quick,2
2021-09-15,64,gnql,2
2021-09-15,64,riot,1
2021-09-15,124,gnql,14
2021-09-15,124,riot,5
2021-09-15,6,context,265
2021-09-15,92,gnql,8
2021-09-15,87,gnql,1
2021-09-15,7,gnql,7
2021-09-15,47,gnql,3
2021-09-15,47,riot,1
2021-09-15,11,gnql,1
2021-09-15,71,analysis,5029
2021-09-15,71,context,4
2021-09-15,29,gnql,2
2021-09-15,29,riot,1
2021-09-15,72,gnql,1
2021-09-15,72,riot,1
2021-09-15,52,gnql,12
2021-09-15,52,riot,1
2021-09-15,31,gnql,2
2021-09-15,31,riot,1
2021-09-15,15,gnql,47
2021-09-15,15,riot,1
2021-09-15,50,analysis,43
2021-09-15,50,gnql,3
2021-09-15,68,gnql,10
2021-09-15,68,riot,2
2021-09-15,79,gnql,6
2021-09-15,80,gnql,5
2021-09-15,80,riot,1
2021-09-15,107,gnql,9
2021-09-15,117,gnql,19
2021-09-15,117,riot,2
2021-09-15,125,gnql,13
2021-09-15,125,riot,4
2021-09-15,126,gnql,57
2021-09-15,127,gnql,8
2021-09-15,94,gnql,3
2021-09-15,94,riot,1
2021-09-15,43,context,1
2021-09-15,43,riot,1
2021-09-15,128,gnql,2
2021-09-15,128,riot,1
2021-09-16,111,gnql,3
2021-09-16,111,riot,1
2021-09-16,0,gnql,144
2021-09-16,4,context,501490
2021-09-16,64,gnql,3
2021-09-16,64,riot,1
2021-09-16,6,context,283
2021-09-16,92,gnql,2
2021-09-16,78,gnql,4
2021-09-16,78,riot,1
2021-09-16,47,gnql,11
2021-09-16,47,riot,2
2021-09-16,75,gnql,14
2021-09-16,75,riot,3
2021-09-16,10,gnql,10
2021-09-16,10,riot,3
2021-09-16,71,analysis,5027
2021-09-16,120,gnql,3
2021-09-16,52,gnql,8
2021-09-16,52,riot,2
2021-09-16,31,gnql,6
2021-09-16,31,riot,3
2021-09-16,129,context,1
2021-09-16,129,riot,1
2021-09-16,15,gnql,147
2021-09-16,15,riot,5
2021-09-16,77,gnql,5
2021-09-16,77,riot,1
2021-09-16,50,gnql,4
2021-09-16,50,riot,1
2021-09-16,68,gnql,9
2021-09-16,68,riot,1
2021-09-16,80,gnql,29
2021-09-16,80,riot,4
2021-09-16,102,gnql,5
2021-09-16,102,riot,2
2021-09-16,108,gnql,11
2021-09-16,108,riot,4
2021-09-16,117,riot,1
2021-09-16,118,gnql,3
2021-09-16,121,gnql,28
2021-09-16,121,riot,5
2021-09-16,122,gnql,29
2021-09-16,122,riot,3
2021-09-16,123,gnql,28
2021-09-16,123,riot,5
2021-09-16,126,gnql,9
2021-09-16,126,riot,1
2021-09-16,130,gnql,7
2021-09-16,130,riot,1
2021-09-16,131,gnql,43
2021-09-16,132,gnql,3
2021-09-16,132,riot,1
2021-09-16,66,gnql,52
2021-09-16,66,riot,17
2021-09-16,133,gnql,5
2021-09-16,133,riot,2
2021-09-16,51,analysis,1305
2021-09-17,45,gnql,5
2021-09-17,111,gnql,6
2021-09-17,0,gnql,144
2021-09-17,46,gnql,24
2021-09-17,46,riot,1
2021-09-17,4,context,556174
2021-09-17,64,gnql,9
2021-09-17,64,riot,2
2021-09-17,6,context,234
2021-09-17,92,gnql,9
2021-09-17,78,gnql,2
2021-09-17,87,gnql,1
2021-09-17,47,gnql,16
2021-09-17,47,riot,5
2021-09-17,63,analysis,11
2021-09-17,75,gnql,1
2021-09-17,71,analysis,6
2021-09-17,72,gnql,3
2021-09-17,72,riot,2
2021-09-17,27,gnql,14
2021-09-17,27,riot,3
2021-09-17,38,context,1
2021-09-17,38,riot,1
2021-09-17,120,gnql,4
2021-09-17,52,gnql,10
2021-09-17,52,riot,4
2021-09-17,31,gnql,12
2021-09-17,31,riot,4
2021-09-17,67,gnql,1
2021-09-17,67,riot,2
2021-09-17,15,gnql,45
2021-09-17,77,gnql,3
2021-09-17,77,riot,3
2021-09-17,50,gnql,3
2021-09-17,50,riot,1
2021-09-17,80,gnql,9
2021-09-17,80,riot,1
2021-09-17,118,gnql,7
2021-09-17,118,riot,1
2021-09-17,121,gnql,2
2021-09-17,121,riot,1
2021-09-17,123,gnql,2
2021-09-17,123,riot,1
2021-09-17,130,gnql,2
2021-09-17,132,gnql,3
2021-09-17,132,riot,2
2021-09-17,134,gnql,5
2021-09-17,134,riot,2
2021-09-17,135,gnql,41
2021-09-17,135,riot,3
2021-09-17,136,gnql,9
2021-09-17,136,riot,3
2021-09-17,133,gnql,19
2021-09-17,133,riot,5
2021-09-17,101,gnql,3
2021-09-18,0,gnql,144
2021-09-18,4,context,557083
2021-09-18,64,gnql,2
2021-09-18,64,riot,1
2021-09-18,6,context,267
2021-09-18,63,analysis,12
2021-09-18,63,gnql,3
2021-09-18,84,gnql,3
2021-09-18,84,riot,1
2021-09-18,15,gnql,3
2021-09-18,15,riot,1
2021-09-18,28,gnql,1
2021-09-18,28,riot,4
2021-09-18,77,gnql,7
2021-09-18,77,riot,1
2021-09-18,17,context,1
2021-09-18,118,gnql,2
2021-09-18,130,gnql,4
2021-09-18,132,gnql,13
2021-09-18,132,riot,6
2021-09-18,133,gnql,25
2021-09-18,133,riot,6
2021-09-19,0,gnql,144
2021-09-19,4,context,522266
2021-09-19,6,context,114
2021-09-19,7,gnql,2
2021-09-19,10,gnql,11
2021-09-19,10,riot,4
2021-09-19,71,analysis,7
2021-09-19,29,gnql,16
2021-09-19,29,riot,6
2021-09-19,137,gnql,4
2021-09-19,137,riot,1
2021-09-19,67,gnql,12
2021-09-19,67,riot,3
2021-09-19,80,gnql,7
2021-09-19,138,analysis,2
2021-09-19,138,gnql,23
2021-09-19,133,gnql,22
2021-09-19,133,riot,7
2021-09-20,0,gnql,144
2021-09-20,25,gnql,24
2021-09-20,25,riot,2
2021-09-20,4,context,524122
2021-09-20,6,context,305
2021-09-20,92,gnql,4
2021-09-20,78,analysis,18
2021-09-20,78,gnql,3
2021-09-20,87,gnql,2
2021-09-20,7,gnql,1
2021-09-20,10,gnql,4
2021-09-20,10,riot,1
2021-09-20,11,gnql,2
2021-09-20,71,analysis,598
2021-09-20,71,gnql,24
2021-09-20,71,riot,7
2021-09-20,29,gnql,18
2021-09-20,29,riot,6
2021-09-20,72,gnql,2
2021-09-20,27,gnql,3
2021-09-20,27,riot,1
2021-09-20,37,gnql,72
2021-09-20,31,gnql,3
2021-09-20,31,riot,1
2021-09-20,15,gnql,59
2021-09-20,102,gnql,5
2021-09-20,121,gnql,9
2021-09-20,121,riot,3
2021-09-20,123,gnql,17
2021-09-20,125,gnql,6
2021-09-20,125,riot,2
2021-09-20,126,gnql,7
2021-09-20,135,gnql,17
2021-09-20,135,riot,6
2021-09-21,0,gnql,144
2021-09-21,110,gnql,2
2021-09-21,4,context,433874
2021-09-21,64,gnql,8
2021-09-21,6,context,234
2021-09-21,47,gnql,3
2021-09-21,47,riot,1
2021-09-21,112,context,20
2021-09-21,112,gnql,1
2021-09-21,71,analysis,439
2021-09-21,29,gnql,16
2021-09-21,29,riot,6
2021-09-21,72,gnql,4
2021-09-21,72,riot,1
2021-09-21,52,gnql,14
2021-09-21,52,riot,5
2021-09-21,31,gnql,10
2021-09-21,31,riot,2
2021-09-21,15,gnql,42
2021-09-21,15,riot,2
2021-09-21,28,gnql,5
2021-09-21,28,riot,2
2021-09-21,50,context,9
2021-09-21,50,noise_quick,14
2021-09-21,50,riot,9
2021-09-21,68,analysis,9
2021-09-21,68,gnql,3
2021-09-21,79,gnql,11
2021-09-21,80,gnql,6
2021-09-21,102,gnql,16
2021-09-21,113,riot,1
2021-09-21,117,gnql,3
2021-09-21,117,riot,1
2021-09-21,123,gnql,3
2021-09-21,123,riot,1
2021-09-21,130,gnql,2
2021-09-21,135,gnql,5
2021-09-21,135,riot,1
2021-09-21,109,gnql,4
2021-09-21,109,riot,1
2021-09-21,43,context,1
2021-09-21,43,riot,1
2021-09-22,0,gnql,144
2021-09-22,4,context,442713
2021-09-22,64,gnql,2
2021-09-22,6,context,588
2021-09-22,92,gnql,4
2021-09-22,78,gnql,2
2021-09-22,139,context,1
2021-09-22,139,gnql,3
2021-09-22,139,noise_quick,1
2021-09-22,139,riot,1
2021-09-22,63,analysis,12
2021-09-22,71,analysis,6
2021-09-22,29,gnql,2
2021-09-22,52,gnql,2
2021-09-22,39,gnql,3
2021-09-22,15,gnql,21
2021-09-22,28,gnql,2
2021-09-22,91,gnql,2
2021-09-22,50,analysis,25
2021-09-22,50,context,80
2021-09-22,50,noise_quick,79
2021-09-22,50,riot,80
2021-09-22,68,analysis,2
2021-09-22,79,gnql,12
2021-09-22,102,gnql,6
2021-09-22,107,gnql,10
2021-09-22,123,gnql,8
2021-09-22,126,gnql,15
2021-09-22,135,gnql,14
2021-09-22,140,gnql,23
2021-09-22,51,gnql,5
2021-09-22,109,gnql,4
2021-09-22,43,context,1
2021-09-22,43,riot,1
2021-09-22,23,gnql,4
2021-09-23,0,gnql,144
2021-09-23,4,context,434749
2021-09-23,64,gnql,4
2021-09-23,6,context,345
2021-09-23,47,gnql,4
2021-09-23,81,context,2
2021-09-23,81,riot,2
2021-09-23,10,gnql,2
2021-09-23,49,gnql,2
2021-09-23,71,analysis,173
2021-09-23,76,gnql,3
2021-09-23,67,gnql,3
2021-09-23,15,gnql,9
2021-09-23,50,context,145
2021-09-23,50,noise_quick,145
2021-09-23,50,riot,145
2021-09-23,68,gnql,9
2021-09-23,79,gnql,12
2021-09-23,102,gnql,2
2021-09-23,104,gnql,6
2021-09-23,105,gnql,2
2021-09-23,107,gnql,2
2021-09-23,121,gnql,2
2021-09-23,141,gnql,38
2021-09-23,142,context,8
2021-09-23,109,gnql,26
2021-09-24,0,gnql,144
2021-09-24,4,context,423132
2021-09-24,6,context,314
2021-09-24,63,analysis,3
2021-09-24,49,gnql,3
2021-09-24,71,analysis,4
2021-09-24,31,gnql,6
2021-09-24,67,gnql,2
2021-09-24,15,gnql,38
2021-09-24,50,context,42
2021-09-24,50,noise_quick,42
2021-09-24,50,riot,42
2021-09-24,79,gnql,12
2021-09-24,130,gnql,2
2021-09-24,142,context,17
2021-09-25,0,gnql,144
2021-09-25,4,context,465914
2021-09-25,6,context,171
2021-09-25,11,gnql,2
2021-09-25,77,gnql,4
2021-09-25,50,context,2
2021-09-25,50,noise_quick,2
2021-09-25,50,riot,2
2021-09-25,79,gnql,12
2021-09-25,118,gnql,2
2021-09-26,0,gnql,144
2021-09-26,4,context,441730
2021-09-26,6,context,146
2021-09-26,50,context,11
2021-09-26,50,noise_quick,11
2021-09-26,50,riot,11
2021-09-26,79,gnql,12
2021-09-27,0,gnql,144
2021-09-27,4,context,436897
2021-09-27,5,gnql,5
2021-09-27,6,context,319
2021-09-27,29,gnql,2
2021-09-27,15,gnql,35
2021-09-27,50,context,19
2021-09-27,50,noise_quick,13
2021-09-27,50,riot,16
2021-09-27,68,gnql,2
2021-09-27,79,gnql,12
2021-09-27,121,gnql,3
2021-09-27,131,gnql,15
2021-09-27,141,gnql,2
2021-09-27,143,gnql,2
2021-09-28,0,gnql,144
2021-09-28,25,analysis,244
2021-09-28,25,gnql,10
2021-09-28,4,context,390740
2021-09-28,6,context,329
2021-09-28,78,analysis,20
2021-09-28,112,context,1
2021-09-28,112,gnql,2
2021-09-28,144,gnql,3
2021-09-28,37,gnql,12
2021-09-28,61,gnql,12
2021-09-28,15,gnql,11
2021-09-28,77,gnql,9
2021-09-28,50,context,22
2021-09-28,50,noise_quick,14
2021-09-28,50,riot,22
2021-09-28,57,gnql,12
2021-09-28,79,context,3
2021-09-28,79,gnql,25
2021-09-28,79,noise_quick,20329
2021-09-28,79,riot,8
2021-09-28,104,gnql,52
2021-09-28,108,gnql,2
2021-09-28,121,gnql,3
2021-09-28,122,gnql,2
2021-09-28,126,gnql,12
2021-09-28,142,context,1
2021-09-28,145,gnql,4
2021-09-28,145,noise_quick,3
2021-09-28,109,gnql,19
2021-09-29,0,gnql,144
2021-09-29,4,context,357767
2021-09-29,6,context,331
2021-09-29,146,analysis,2
2021-09-29,146,gnql,23
2021-09-29,81,context,2
2021-09-29,81,riot,2
2021-09-29,147,analysis,2
2021-09-29,61,gnql,138
2021-09-29,15,gnql,10
2021-09-29,50,context,10
2021-09-29,50,noise_quick,9
2021-09-29,50,riot,10
2021-09-29,79,gnql,23
2021-09-29,79,noise_quick,58550
2021-09-29,104,gnql,12
2021-09-29,121,gnql,11
2021-09-29,135,gnql,2
2021-09-29,142,context,2
2021-09-29,51,gnql,4
2021-09-29,109,gnql,5
2021-09-30,86,gnql,3
2021-09-30,0,gnql,144
2021-09-30,4,context,351127
2021-09-30,6,context,319
2021-09-30,92,gnql,6
2021-09-30,148,gnql,5
2021-09-30,81,context,1
2021-09-30,81,riot,1
2021-09-30,149,analysis,1154
2021-09-30,149,gnql,11
2021-09-30,31,gnql,3
2021-09-30,67,analysis,2
2021-09-30,67,gnql,5
2021-09-30,61,gnql,144
2021-09-30,15,gnql,153
2021-09-30,28,gnql,2
2021-09-30,74,analysis,174
2021-09-30,79,gnql,12
2021-09-30,104,analysis,464
2021-09-30,135,gnql,2
2021-09-30,66,gnql,6
2021-10-01,0,gnql,144
2021-10-01,4,context,356333
2021-10-01,6,context,308
2021-10-01,149,analysis,20
2021-10-01,10,gnql,4
2021-10-01,71,analysis,2
2021-10-01,71,gnql,2
2021-10-01,76,gnql,5
2021-10-01,73,gnql,4
2021-10-01,14,context,1
2021-10-01,61,gnql,144
2021-10-01,15,gnql,28
2021-10-01,77,gnql,5
2021-10-01,91,gnql,4
2021-10-01,50,context,1
2021-10-01,50,riot,1
2021-10-01,79,gnql,12
2021-10-01,126,gnql,40
2021-10-01,140,gnql,4
2021-10-01,19,gnql,7
2021-10-02,0,gnql,144
2021-10-02,4,context,350346
2021-10-02,6,context,137
2021-10-02,49,gnql,2
2021-10-02,84,gnql,2
2021-10-02,73,gnql,2
2021-10-02,61,gnql,144
2021-10-02,50,context,34
2021-10-02,50,noise_quick,34
2021-10-02,50,riot,34
2021-10-02,79,gnql,12
2021-10-02,19,gnql,108
2021-10-03,0,gnql,144
2021-10-03,4,context,358160
2021-10-03,6,context,145
2021-10-03,29,gnql,6
2021-10-03,61,gnql,123
2021-10-03,50,context,17
2021-10-03,50,noise_quick,17
2021-10-03,50,riot,17
2021-10-03,79,gnql,12
2021-10-04,0,gnql,144
2021-10-04,4,context,352492
2021-10-04,6,context,300
2021-10-04,6,gnql,2
2021-10-04,10,gnql,1
2021-10-04,61,gnql,144
2021-10-04,15,gnql,21
2021-10-04,16,gnql,2
2021-10-04,79,gnql,12
2021-10-04,141,gnql,2
2021-10-04,142,context,2
2021-10-04,150,context,14
2021-10-04,150,noise_quick,23
2021-10-04,150,riot,5
2021-10-04,109,gnql,2
2021-10-05,0,gnql,144
2021-10-05,4,context,404964
2021-10-05,5,analysis,12
2021-10-05,5,gnql,90
2021-10-05,32,context,1
2021-10-05,115,gnql,1
2021-10-05,6,context,273
2021-10-05,6,gnql,2
2021-10-05,63,gnql,6
2021-10-05,149,analysis,2
2021-10-05,9,context,1
2021-10-05,9,riot,1
2021-10-05,151,gnql,2
2021-10-05,67,gnql,3
2021-10-05,61,gnql,96
2021-10-05,15,gnql,25
2021-10-05,50,context,10
2021-10-05,50,noise_quick,10
2021-10-05,50,riot,10
2021-10-05,79,gnql,12
2021-10-05,122,gnql,2
2021-10-05,141,gnql,2
2021-10-05,150,context,6
2021-10-05,150,noise_quick,8
2021-10-05,150,riot,2
2021-10-05,152,context,1
2021-10-05,152,riot,1
2021-10-06,0,gnql,144
2021-10-06,4,context,374047
2021-10-06,6,context,395
2021-10-06,114,gnql,3
2021-10-06,14,gnql,3
2021-10-06,61,gnql,144
2021-10-06,15,gnql,53
2021-10-06,50,context,10
2021-10-06,50,noise_quick,10
2021-10-06,50,riot,10
2021-10-06,79,gnql,16
2021-10-06,104,gnql,4
2021-10-06,122,gnql,2
2021-10-06,126,gnql,17
2021-10-06,141,gnql,1
2021-10-06,142,context,4
2021-10-06,150,context,1
2021-10-06,150,noise_quick,1
2021-10-06,66,gnql,9
2021-10-06,153,gnql,82
2021-10-06,51,gnql,53
2021-10-06,94,gnql,7
2021-10-06,154,gnql,2
2021-10-07,155,gnql,7
2021-10-07,111,gnql,2
2021-10-07,0,gnql,144
2021-10-07,110,context,1
2021-10-07,110,riot,1
2021-10-07,4,context,313444
2021-10-07,156,gnql,2
2021-10-07,6,context,362
2021-10-07,93,gnql,4
2021-10-07,157,analysis,153
2021-10-07,81,context,1
2021-10-07,81,riot,1
2021-10-07,112,context,42
2021-10-07,112,gnql,42
2021-10-07,112,riot,11
2021-10-07,9,context,1
2021-10-07,9,riot,1
2021-10-07,10,gnql,1
2021-10-07,158,gnql,4
2021-10-07,98,gnql,6
2021-10-07,61,gnql,147
2021-10-07,15,gnql,16
2021-10-07,16,gnql,3
2021-10-07,17,gnql,7
2021-10-07,74,analysis,12
2021-10-07,50,context,9
2021-10-07,50,noise_quick,9
2021-10-07,50,riot,9
2021-10-07,79,gnql,12
2021-10-07,105,gnql,5
2021-10-07,121,gnql,2
2021-10-07,136,gnql,4
2021-10-07,142,context,1
2021-10-07,150,context,1
2021-10-07,150,noise_quick,2
2021-10-07,159,gnql,98
2021-10-07,160,gnql,4
2021-10-07,66,gnql,5
2021-10-07,153,gnql,17
2021-10-07,51,analysis,1305
2021-10-07,62,gnql,2
2021-10-07,161,gnql,2
2021-10-08,45,gnql,6
2021-10-08,111,gnql,4
2021-10-08,0,gnql,144
2021-10-08,162,gnql,10
2021-10-08,110,context,6
2021-10-08,110,riot,6
2021-10-08,4,context,328058
2021-10-08,5,gnql,3
2021-10-08,163,gnql,18
2021-10-08,6,context,487
2021-10-08,6,gnql,2
2021-10-08,92,gnql,10
2021-10-08,49,gnql,2
2021-10-08,76,gnql,4
2021-10-08,37,gnql,4
2021-10-08,164,gnql,34
2021-10-08,61,gnql,144
2021-10-08,15,gnql,10
2021-10-08,16,gnql,2
2021-10-08,50,context,10
2021-10-08,50,noise_quick,10
2021-10-08,50,riot,10
2021-10-08,65,gnql,4
2021-10-08,79,gnql,14
2021-10-08,104,gnql,2
2021-10-08,121,gnql,3
2021-10-08,141,gnql,4
2021-10-08,150,context,1
2021-10-08,150,noise_quick,1
2021-10-08,165,analysis,97501
2021-10-08,165,gnql,21
2021-10-08,153,gnql,2
2021-10-08,166,gnql,3
2021-10-08,19,gnql,33
2021-10-09,0,gnql,144
2021-10-09,4,context,301648
2021-10-09,6,context,193
2021-10-09,47,gnql,2
2021-10-09,67,gnql,8
2021-10-09,61,gnql,144
2021-10-09,50,context,9
2021-10-09,50,noise_quick,9
2021-10-09,50,riot,9
2021-10-09,79,gnql,12
2021-10-09,117,gnql,4
2021-10-09,141,gnql,6
2021-10-09,19,gnql,21
2021-10-10,0,gnql,144
2021-10-10,4,context,328560
2021-10-10,6,context,154
2021-10-10,149,analysis,107
2021-10-10,61,gnql,42
2021-10-10,50,context,3
2021-10-10,50,noise_quick,3
2021-10-10,50,riot,3
2021-10-10,79,gnql,12
2021-10-10,133,gnql,2
2021-10-10,19,gnql,5
2021-10-11,0,gnql,144
2021-10-11,167,gnql,9
2021-10-11,4,context,309613
2021-10-11,6,context,1783
2021-10-11,92,gnql,2
2021-10-11,81,context,1
2021-10-11,81,riot,1
2021-10-11,112,context,6
2021-10-11,112,riot,1
2021-10-11,10,gnql,5
2021-10-11,76,gnql,6
2021-10-11,137,gnql,2
2021-10-11,91,gnql,11
2021-10-11,50,context,5
2021-10-11,50,noise_quick,5
2021-10-11,50,riot,5
2021-10-11,79,gnql,14
2021-10-11,79,noise_quick,36743
2021-10-11,131,gnql,15
2021-10-11,136,gnql,12
2021-10-11,150,noise_quick,1
2021-10-11,152,context,3
2021-10-11,152,riot,3
2021-10-11,165,analysis,101
2021-10-11,66,gnql,3
2021-10-12,168,gnql,7
2021-10-12,0,gnql,144
2021-10-12,4,context,307258
2021-10-12,6,analysis,6
2021-10-12,6,context,777
2021-10-12,6,gnql,2
2021-10-12,92,gnql,4
2021-10-12,49,gnql,2
2021-10-12,50,context,11
2021-10-12,50,noise_quick,11
2021-10-12,50,riot,11
2021-10-12,79,gnql,9
2021-10-12,105,gnql,4
2021-10-12,107,gnql,11
2021-10-12,131,gnql,19
2021-10-12,142,context,2
2021-10-12,150,analysis,4
2021-10-12,165,analysis,169
2021-10-12,169,analysis,2
2021-10-12,169,gnql,2
2021-10-12,51,analysis,1305
2021-10-12,23,gnql,2
2021-10-13,0,gnql,144
2021-10-13,167,context,2
2021-10-13,167,riot,1
2021-10-13,4,context,211998
2021-10-13,97,analysis,82
2021-10-13,97,gnql,11
2021-10-13,6,context,513
2021-10-13,81,context,4
2021-10-13,81,riot,4
2021-10-13,170,gnql,18
2021-10-13,37,gnql,86
2021-10-13,50,context,16
2021-10-13,50,noise_quick,16
2021-10-13,50,riot,16
2021-10-13,79,gnql,14
2021-10-13,104,gnql,4
2021-10-13,135,gnql,2
2021-10-13,142,context,3
2021-10-13,150,analysis,4
2021-10-13,150,gnql,2
2021-10-13,165,analysis,164
2021-10-13,169,gnql,11
2021-10-13,51,gnql,11
2021-10-14,0,gnql,144
2021-10-14,110,context,1
2021-10-14,110,gnql,3
2021-10-14,110,riot,1
2021-10-14,4,context,91184
2021-10-14,6,context,347
2021-10-14,112,context,5
2021-10-14,171,gnql,2
2021-10-14,15,gnql,17
2021-10-14,50,context,9
2021-10-14,50,noise_quick,9
2021-10-14,50,riot,9
2021-10-14,79,gnql,16
2021-10-14,121,gnql,2
2021-10-14,126,gnql,8
2021-10-14,131,context,1
2021-10-14,131,gnql,61
2021-10-14,150,noise_quick,1
2021-10-14,152,context,1
2021-10-14,152,riot,1
2021-10-14,165,analysis,84
2021-10-14,169,gnql,4
2021-10-14,172,gnql,8
2021-10-15,173,gnql,19
2021-10-15,0,gnql,144
2021-10-15,4,context,84038
2021-10-15,6,context,278
2021-10-15,47,gnql,3
2021-10-15,81,context,1
2021-10-15,81,riot,1
2021-10-15,76,gnql,2
2021-10-15,37,gnql,51
2021-10-15,15,gnql,6
2021-10-15,50,context,11
2021-10-15,50,noise_quick,11
2021-10-15,50,riot,11
2021-10-15,79,gnql,12
2021-10-15,79,noise_quick,3435
2021-10-15,104,gnql,3
2021-10-15,105,gnql,3
2021-10-15,142,context,1
2021-10-15,150,noise_quick,1
2021-10-15,133,gnql,4
2021-10-15,83,gnql,6
2021-10-15,174,gnql,8
2021-10-16,0,gnql,144
2021-10-16,4,context,74484
2021-10-16,6,context,161
2021-10-16,50,context,14
2021-10-16,50,noise_quick,14
2021-10-16,50,riot,14
2021-10-16,79,gnql,12
2021-10-16,175,gnql,4
2021-10-16,133,gnql,2
2021-10-16,19,gnql,11
2021-10-17,0,gnql,144
2021-10-17,4,context,56947
2021-10-17,6,context,209
2021-10-17,81,context,2
2021-10-17,81,riot,2
2021-10-17,112,context,4
2021-10-17,37,gnql,10
2021-10-17,67,gnql,3
2021-10-17,50,context,4
